	total_percents
f:Abeoformidae_Group_MAIP_2	1.12452517958554
f:Amoebidianae	0.0150438151115123
f:Ichthyophonidae_Freshwater	1.15461280980857
f:Monosigidae_Group_A	13.881680394148
f:Monosigidae_Group_O	2.10613411561172
f:Salpingoecidae_Group_C1	1.04930610402798
f:Salpingoecidae_Group_C2	0.21437436533905
f:Salpingoecidae_Group_C3	0.131633382225732
Unclassified	57.8810786415435
UnclassifiedClade-2	3.46759938320358
UnclassifiedGroup_L	16.9468577231186
UnclassifiedGroup_P	2.02715408627628
