X1	X10	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X11	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X12	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X13	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X14	X140	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	Class
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0262575490453505	0	0	0	0	0	NA	0	NA	0	0	0.0175901495162709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020393180520434	0.0125435103013578	0	0	0	0	0	0	0	0	0	0.0294340257337482	0	0	0	0	0	0.00513584304863643	0	0	0	0	0	0	0	0	0.0125403642975828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0401029308558634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c:Apusomonadidae
0.876957012966052	0.0651665580557366	0	0	0.205666316894019	0	0	0	0.211128705169875	0.132390054197178	0	0	0.0610398978968981	0	0	0.512254827888422	0	0	0	0	0	0	0.122330960854093	0.143683196074996	0	0	0.244541484716157	0	0	0	0	0	0.452796546546547	0	0.166104841467585	0.112366564704414	0.285006774751203	0.137131214982565	0.187553921752504	0.510254878534448	0	0.31331926593772	0	0	NA	0.0916230366492147	NA	0.143091843764905	0.115166992138601	0.079155672823219	0.119934581137561	0.14364557344825	1.00276170436612	0.149523610821337	0.0769171602184447	0.388634879163945	0.378429517502365	0.123653769445552	0.228785357737105	0.141278151749356	0.199151997944237	0.15125126042717	0.10832682841349	1.21951219512195	0.445294615698203	0.0327255726975222	0.134708997948749	0.177373167500107	0.0535656893904225	0.185214584325554	0.163121492887903	0.0640633644914242	0.203135050953042	0.0972908247268373	1.31612143638046	0.181951128267043	0.376108175875347	0.155980625564404	0.338352224665877	0.466877626186647	0.572646499922962	0.0473423714224231	0.355698484627004	0.0634190812160609	0.123032539985576	1.03031838527151	0.148606313760141	0.348572194664164	0.565522620904836	0.141079098347807	0.188015041203296	0.131942966588636	0.217771728563095	0.498166470628935	0.16523275027064	0	1.22612031800024	0	0.271739130434783	0.50562377463626	0.230106491143576	0.248255789068185	0.27403516784654	0.347377301374622	0.0442935183818101	0.343676844150022	0.209605395060603	0.18848167539267	1.34837287696097	0	0	0	0.584477935957918	3.20203095569568	0.451065120157683	0.12030879256759	0	0.318532818532819	0.272008980613963	0.0315798971397636	0.566921370470791	0	0.231457668964098	0	0.163207379811957	0.156966158096314	0	0	1.21289067776007	0.361026346327416	0	0	0.0900360144057623	0	0.0865012519918051	0	0	0	0.125296308838469	0.390463026952315	c:Bacillariophyceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.0196335078534031	NA	0.0211987916688749	0	0	0.0145375249863711	0	0.0427406628090479	0	0	0	0	0	0	0	0	0	0	0.0652581776653887	0	0	0	0	0	0	0	0	0	0	0.0967117988394584	0	0	0	0	0	0	0	0	0	0	0.0928975593277595	0	0	0	0	0	0	0	0	0	0	0.047462721987106	0	0	0	0	0	0	0	0	0	0	0.0366492146596859	0	0.896860986547085	0	0	0	0	0	0	0.0806045340050378	0	0.0215880143344415	0	0	0	0	0	0	0	0	0	0	0.0945545192762281	0	0	0	0	0	0	0	0	0	0	c:Bangiophyceae
0.790875342981654	0.39866600222333	6.37008116716326	5.96899455470586	9.89716684155299	12.9208957628484	9.29142615050575	6.1322842389968	7.04503153040531	2.38302097554921	3.98479028440616	5.89980224126566	0.249708673214583	5.64580374770531	6.62538699690402	4.65562573664964	6.45562071364675	11.4213023447707	7.8236390889482	3.85813148788927	8.07017543859649	2.02053770230301	3.5550118623962	0.262835114771333	4.46243814664867	3.75255537819597	4.64046579330422	4.55982445047793	2.83873565532515	4.34366017246886	1.70380442323168	0.806391950876674	0.853978978978979	2.20301171221417	0.166104841467585	3.68936887446158	2.63514460589637	2.9933785213337	1.80051764882404	0.634707287933094	1.7676897064098	0.195025257369397	0.627777777777778	2.56234467392236	NA	0.215968586387435	NA	0.588266468811278	0.640929347553953	0.936675461741425	0.799563874250409	0.729568307250321	0.272882693319306	0.420752486264692	0.319206214906546	0.342913128674069	0.310101965731105	0.0997207818109294	0.249584026622296	0.22853818665337	0.430425285879481	0.224585204876707	0.245328405524668	0.440492699241374	0.821599924738938	1.15007012622721	0.499035606037412	1.26725648587426	1.58911545191587	1.42350637667355	0.822132324155031	0.337788649136601	0.815925787994718	0.306840293369256	0.277520814061055	0.437022803407758	0.223873914211516	0.48025613660619	0.377826650876896	0.596565855682938	0.883365004365466	0.65848934796643	0.745505043122351	0.757065282016727	0.411522633744856	0.287137910649438	0.357458430396016	0.77758412655852	0.589898595943838	0.423237295043421	0.920073605888471	0.47244094488189	1.64106552595761	1.79893447727115	0.0170930431314455	0.114888153003987	0.344104734406518	0.291251260221799	0.412461180124224	0.65266742338252	0.0909723337079253	0.269657150194752	0.0365380223795387	0.0843630589052653	0.199320832718146	0.159386362504358	0.255171785291169	0.691099476439791	0.803837676649812	1.22830961201014	1.16211715299399	2.53858741320596	1.96635077025842	3.22659896814348	5.92070350996892	5.58099121077432	6.88832913518052	0.907335907335907	0.358361037951729	0.654155012180818	1.80288038311208	2.44079851289097	0.0977265713403971	2.32323609606693	1.32694695760156	0.301375023544924	4.16853142382201	2.98534344958012	2.9066155217591	0.356728413633043	4.14481038782354	9.08492174182551	7.96518607442977	4.88082093914399	3.77418620532666	3.24804299567707	2.82115869017632	1.79181995239126	0.968506603454115	0.25224602626123	c:Bicoecea
0	0	0	0	0	0	0.0503098024678282	0.157364150479469	0	0.0165487567746473	0	0	0	0.017318416404004	0.0619195046439629	0	0	0	0.135268526304244	0	0.155945419103314	0.0564952975972882	0.0926749703440095	0	0.140950667266457	0.117617407376292	0.136826783114993	0.145051511883066	0.0743367765715259	0	0	0.0739809129244655	0.0187687687687688	0	0	0.109245271240402	0.14483950848012	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00340095566854286	0	0	0	0	0	0	0.029235491887151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12383353235151	0.125245271990982	0.0818933748259766	0	0.0401029308558634	0.0705289672544081	0	0	0	0	0.0404105714054797	0	0.0522914876928249	0	0	0	0.094558389805705	0.0486236797320295	0	0.0128987875139737	0.0426158375949171	0	0	0	0	0.0620034876961829	0	0	0	c:Bolidophyceae
0.0484209393662237	0.268332886111857	0	0	0	0	0	0	0	0.177899135327459	0	0	0.110981632539815	0	0	0	0	0	0	0	0	0	0	0	0.800719748088169	0.820521437172702	0	0	0	0	0	0	0.15015015015015	0.216892854929665	0	0.0312129346401149	0.518618885203009	0.669983936057673	0	0.0273795300677021	0	0.163053903702283	0	0	NA	0	NA	0	0.150217815832958	0	0.145375249863711	0.0642624933847433	0.0394529195160442	0	1.26528728559342	2.30894839973873	0.751603069483864	2.63661747108097	0.525166389351082	0.901687027341478	0.379031221893871	0	0.0860242460930655	0	0.188152654520368	0.43010752688172	0.0428619538927839	0.0470145745181006	0.035710459593615	0.211673810657776	0.296881117055983	0.486299175912175	0.165893624944984	0.174624557202016	0	0.0306086010168857	0.107459478821528	0.0985140793038338	0	0.124500700316439	0.0564942735350008	0.107596298687325	0.628563075573746	0.618336041856594	0.585465190276187	0	0.4739336492891	0.473700674800018	0.755655226209048	0.586262030911998	0	0.272398382634603	0.217771728563095	0.179893447727115	0.393139992023247	0.628505778198283	0.0632836293161413	0.280049288674807	0.135869565217391	0.830667629759571	0.947182533311928	0.428027222531353	0.191824617492578	0.15880105205697	0	0.12452059570653	0.136699170691698	0.198952879581152	0.0259302476338649	0	0	0	0	0.151502743428057	0	0.304113892323631	0	1.9546332046332	0.531065152627261	0	0.415507588295363	0	0	0	0	0	0	0	0	0.455580865603645	0.0859919167598246	0.534635053463505	0.156062424969988	1.35740728713386	0.437058957432279	0	0.209261770974617	0	0	0.525224602626123	c:Chlorodendrophyceae
3.51858826061226	1.11166481389198	9.64759067091339	2.16323980123189	12.1259181532004	0	0.492506487316634	0.324563560363905	0.186126621662916	0.570932108725332	0.209521592364102	0.1831099392075	0.294101326230509	0.401787260572893	0.0247678018575851	0.847713741726858	10.6897922671703	14.12363336313	17.2741563996637	34.3771626297578	32.9662118258609	54.7672061413712	44.1800118623962	0.119151918696338	23.1458989353726	16.936906662186	39.0771470160116	23.9706921560606	24.2461786250794	7.18620249121686	0.338540944029747	0.0690488520628345	0.520833333333333	0.241680609778769	0.151448531926328	0	1.1260103723777	0.62688555420601	0.521399902471961	0.28126244524094	0.978634011374699	0.959140610013428	0	0.822692604336276	NA	1.16492146596859	NA	0.959245323016588	1.79259926893996	1.39841688654354	1.70452480465201	0.638844787177743	6.42096265123619	0.465957298838584	1.11529882316745	2.35793598954931	2.25480920845159	1.8029517351416	2.31905158069884	2.04853320036566	1.45188230759347	0.572921441012008	0.931929332674876	5.3430132963537	2.18257079243626	3.86161757830762	1.3317821388115	1.60704363807326	0.974895546905689	1.42879822193999	1.66057679759885	0.806615998369296	1.77404611165657	0.860649603352792	2.91817340846018	0.994779533048787	1.16414435389988	1.54338724242673	1.59589465967405	3.16958032888935	1.36870217246161	2.91801162040026	3.00638308239536	2.94105989139482	3.48309363200543	4.80956000337809	2.45802875732991	3.12374312910578	2.05245709828393	3.04417343323824	4.1003280262421	1.69397744200894	1.01497180633871	0.80952051477202	1.43581562304142	0.432520105426776	4.60388403274928	0.212837459392853	0.106754658385093	1.36982767516252	1.19334296569808	1.55801909001412	0.986526604247545	1.16123269316659	1.15163147792706	1.58888280121532	1.33965187277864	2.10471204188482	2.89446389213017	1.14252290894911	0.314966331185287	0.0486488877095219	1.87450423746504	1.99819834575383	1.23569100144038	2.00180463188851	0.329135180520571	2.56515444015444	4.09308751781011	0.0812054497879636	1.40145779780978	0.109108542794795	2.33515070466001	0.354835095058454	0.627993613624268	5.18616186350223	0.754427466274535	0.880293581286444	2.50952213728086	4.04865259810031	1.90472095623011	8.94157756082442	0.660264105642257	14.9607066311619	5.68176644661962	3.26556840752424	4.58825808951754	1.48885522614153	2.53640365729766	3.27228749136144	c:Chlorophyceae
5.06805832033141	0.789665350557749	0	0.133900675454518	0	0.386660222329628	0	0	0	0	0	0.0769061744671501	0.599300815714999	0.273630979183263	0	0	0	0	0	0.224913494809689	0.116959064327485	0.285799740786282	0	0.353951287892062	0.398860398860399	0	0.13391557496361	0.189682746308625	0.0263276083690821	0.15703183221548	0	0	0	0	0.288240754311398	0.221611835944816	0.359762650095781	0	0.0637683333958513	0.0497809637594584	0	0.757721081910608	0.333333333333333	0.582740594738195	NA	0.739528795811518	NA	0.726058614658964	0.28541385008262	0.505716798592788	0.308922405960385	0.181447040145158	0.726591267753814	0.417275192989777	0.896084916544881	0.973220117570216	2.02880269105435	0.578380534503391	0.785149750415973	0.565112606997424	0.674547089811127	0.142084517370978	0.135408535516862	1.21543355901786	0.257141961177836	0.345956054230949	0.128585861678352	0.31414283882549	0.207120665642967	0.333386251785998	0.342555135064596	0.18636615124778	0.548464637573213	0.217033378236791	1.37078462702885	0.2618735864778	0.41640548043342	0.648551022083573	0.766931709242655	0.6328785599419	0.469929638950234	0.331396599956961	0.643180821517322	1.27234531689722	0.543040176488057	1.42724432058103	0.56631054703189	0.978683469633999	1.5551872074883	1.65532808728094	2.47619809584767	1.25558629495637	5.87983667120358	3.65322078461219	0.119651301920119	0.283841319186322	0.996717161729225	0.24644337403383	0.611413043478261	0.732638530595398	0.278268314871301	0.650601378247657	1.02306462662708	1.23070815344152	2.35493872729957	2.87891617273497	3.38558279413105	1.91623036649215	4.03539478802023	0.0623903294989277	0.112229382376367	0.0707620184865773	0	0.601916304970928	0.416950951406262	0.655014537312435	0.100755667506297	0.453667953667954	1.18734078839428	0.212036452224127	0.1338075284341	0	0.550354901759078	0.224106375826392	0	0.395554718402712	0	0.321948803386091	0	2.85812524175871	0.219279387737553	0.100728343406168	0.360144057623049	0.123400662466714	0	0.321299217198271	0	0	0.118523535387741	0.165860400829302	c:Choanoflagellatea
4.39016516920428	8.13815310307816	16.9937326620775	32.2254292260541	10.1280167890871	11.3044412222759	3.89503786474607	4.77993607081387	3.13915048476262	0.968102271316867	2.97598261746789	1.5674210796162	5.37706009655402	2.23927124103772	5.62229102167183	7.61582398984557	16.8074744061227	45.6336381764423	46.5214053303111	26.7993079584775	29.0448343079922	13.3594762553587	16.6184756820878	5.62817592430349	27.1015144699355	24.4700215631914	18.6288209606987	36.1029493807416	16.5801985411408	26.8763973171511	14.3213919027666	10.2266281965919	1.73845720720721	4.9079754601227	5.33978210953149	21.7928709657282	23.6135121244685	12.6826783685303	16.2609250159421	13.5329549980088	16.9442024901368	1.76481872242471	33.3166666666667	38.0238238066672	NA	2.91230366492147	NA	3.52429911495045	2.93926192979821	3.83465259454705	4.1686352898419	2.52135782868375	5.23408732246186	5.40719104249252	5.31882162910545	6.57086871325931	11.2582781456954	2.24172317510969	4.71609816971714	3.34081276489653	4.40704098676603	1.08625905215877	2.29875902059803	3.69932294640672	3.07316002383267	5.61477325853202	3.4565104246395	3.02602897807411	2.72470806699282	3.47145049478753	2.55774500848232	3.0022422177572	2.83373396079494	1.64895474729332	6.10966277016231	3.42646283605693	3.36258619145697	2.40128068303095	2.76320983477133	2.16838719717798	2.6218478763289	2.69851517107811	1.74438434926668	1.32387332038527	0.810317763353273	9.38265349210371	1.1286047072054	0.831210618045314	0.789781591263651	1.35749443521334	2.18017441395312	0.800170248989147	2.39160023332685	2.47007541686847	0.239302603840237	0.716361424613097	7.90254321085314	0.218438445166349	0.397903726708075	0.933856155195542	0.577941884732702	1.16851431751059	1.44325188399178	1.94531288769788	5.26354643437177	4.88618817552423	4.26957076460403	7.20418848167539	5.31245948398807	23.1429128485085	9.85808413583376	41.6213347485737	29.7666263098568	26.1403652444517	23.8495944204382	14.8915549911439	15.647355163728	4.08783783783784	7.92280126074004	9.60931155824235	5.98612627205183	8.76909399498909	1.18814936734904	5.49434131401038	4.55561468866418	1.24317197212281	18.8478997506553	15.6764301956458	19.4764850482185	7.46121115743327	40.17542351019	20.7461645746165	45.1500600240096	14.4118984217705	20.2640564534487	15.4983058768548	33.3617515985274	10.8894178749188	5.76363020656959	2.18037318590187	c:Chrysophyceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.0850785340314136	NA	0	0	0.0483729111697449	0	0	0	0	0	0.205747877204442	0.0473036896877956	0	0	0	0	0	0.0509773310181129	0.0122359083122604	0	0.0981767180925666	0.0183694088111931	0	0	0	0	0.00873591333973967	0	0	0.0210243040955344	0	0	0	0	0	0	0	0	0	0	0	0.0281147080086754	0	0	0	0	0	0	0	0	0	0	0.0112019715469923	0	0	0	0	0	0	0	0	0	0.0471204188481675	0.0745494619473616	0	0	0	0	0.589632298747031	0	0.220566119707249	0	0	0	0	0	0	0	0.037351062637732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148583275742916	c:Colpodea
