X1	X10	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X11	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X12	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X13	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X14	X140	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	Order
0.0968418787324474	0.0536665772223713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048854365137525	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.031198003327787	0.024931438544004	0	0	0.0430121230465327	0	0	0	0	0	0	0.0211673810657776	0.0652485971551612	0.052415480038438	0.0270846734604056	0.0149678191887442	0	0.0289081231826143	0.0716396525476851	0.192923405303341	0.0225568149777251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269026319201348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017191730777496	0	0	0	0	0	0	0	0	0	0	o:Abeoformidae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.016620959029336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363127042589615	0	0	0	0	0	0	0	0.0178754971622648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o:Achnanthales
0.134502609350621	0.0536665772223713	0.637008116716326	0.315410479959532	0	0	0	0	0	0	0.0814806192527063	0	0.0499417346429166	0	0.0123839009287926	0	0	0	0	0	0	0	0	0.0175223409847556	0	0	0	0	0	0	0	0	0	0	0.102594166788803	0	0.163528477316264	0	0.0150043137402003	0.0672043010752688	0	0.00319713536671143	0.583333333333333	0	NA	0.0589005235602094	NA	0.0264984895860936	0.0650943868609484	0.0659630606860158	0.0545157186988915	0.00378014666969078	0.00986322987901105	0.0452048125738925	0.138450888393201	0.352710646636186	0.420477241669295	0.0239329876346231	0.0519966722129784	0.029086678301338	0.0578183219838109	0.0320836006966725	0	0.122359083122604	0.0470381636300919	0.018700327255727	0.0183694088111931	0.0256443133735094	0.0249973217155305	0	0	0	0	0	0.319569422252123	0	0	0.0246285198259585	0.0281960187221564	0	0.0102716860972729	0	0	0	0	0.177349885989359	0	0	0	0	0	0	0	0	0	0	0.122612031800024	0	0	0	0	0.00428027222531353	0.00913450559488468	0.0347377301374622	0	0.024904119141306	0.0501230292536225	0.157068062827225	0.265785038247115	0.436732306492494	0.412714502932445	1.60983592056963	1.06040996952365	1.37580869707641	1.25843378060799	0.611569695551917	0.231738035264484	0.0506756756756757	0.0777168516039895	0.631597942795272	0.080988767210113	0.121231714216439	0	0.0672319127479177	0.0390278516941636	0.0816224022100835	0	0	0	0.0773627884987321	0.395562817095193	1.95258019525802	0.894357743097239	0.289017341040462	0.0500796722057819	0.157728706624606	0.372020926177097	0	0	0	o:Apoikiales
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214309769463919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o:Apostomatia
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0262575490453505	0	0	0	0	0	NA	0	NA	0	0	0.0175901495162709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020393180520434	0.0125435103013578	0	0	0	0	0	0	0	0	0	0.0294340257337482	0	0	0	0	0	0.00513584304863643	0	0	0	0	0	0	0	0	0.0125403642975828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0401029308558634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o:Apusomonadidae_Group-1
0.419648141173939	0.84333192778012	0.308229733894996	0	0	0.316846571075667	0.360112270296033	0	0	0	0.0931207077173787	0	0.349592142500416	0.207820996848048	0.0330237358101135	0.285593399619209	0	0	0	0	0	0	0	0.655335552829858	0	0	0	0	0	0	0	0	0.356606606606607	0	0.688846548439103	0	0.364434892304817	0.336950985385731	0.438876176900859	0.0348466746316209	0	0.105505467101477	0	0	NA	0.24869109947644	NA	0.169590333350999	0.0500726052776526	0.0703605980650836	0.298019262220607	0.0264610266878355	0.456996317727512	0.612003616385006	0.246134912699023	0.0783801436969301	0.0525596552086618	0.0159553250897487	0	0.108036233690684	0.0385455479892072	0.0320836006966725	0.129036369139598	0.138673627538951	1.9473799742858	0.949041608228144	0.0428619538927839	0.0320553917168868	0.0785630111059529	0.619145896173996	0.130497194310322	0.463003407006202	0.318244913159766	0.461507758319613	0.130350685392314	0.163245872090057	0.505955046118026	0.972826533125359	0.648508430609598	0.311251750791098	0.0641980381079554	0.025823111684958	0.404424304438922	0.261603710016251	0.199397564804209	0.0464487796638797	0.0281147080086754	0.83567949233588	0.199882995319813	0.335454744960341	0.0280022401792143	0.131942966588636	0.0505541512735757	0.345948937936761	0.376046948891801	0.0878556464148138	0.549776529683977	0	0.0727872670807453	0.381797544113095	0.192647294910901	0.158370072336601	0.159853847910482	0.0446627958910228	0.0885870367636203	0.199232953130448	0.173152282876151	0.612565445026178	0.499157266951899	0	0	0	0	0	0.250170570843757	0.424422684891221	0	3.39527027027027	0.0906696602046544	0.121808174681945	4.52128596077327	0.420269942616989	0.91040016459212	0	0.0212879191059074	0.652979217680668	0	0	3.07409708528053	0.10744831735935	0.0988907042737983	0	0.138055222088836	0	0	0	0.383646580120132	0	0.125296308838469	2.81271596406358	o:Aulacoseirales
0.312046053693442	0.0651665580557366	0	0	0.205666316894019	0	0	0	0.211128705169875	0.132390054197178	0	0	0.0610398978968981	0	0	0.512254827888422	0	0	0	0	0	0	0	0.143683196074996	0	0	0	0	0	0	0	0	0.452796546546547	0	0.127021349357565	0.112366564704414	0.121478297434939	0	0.187553921752504	0.510254878534448	0	0.31331926593772	0	0	NA	0.0916230366492147	NA	0.105993958344374	0.0650943868609484	0.079155672823219	0.0654188624386698	0.14364557344825	0.236717517096265	0.149523610821337	0.0769171602184447	0.352710646636186	0.378429517502365	0.123653769445552	0.228785357737105	0.108036233690684	0.199151997944237	0.15125126042717	0.0700938301499052	0.0367077249367811	0.100348082410863	0.0327255726975222	0.134708997948749	0.119673462409711	0.0321394136342535	0.185214584325554	0.163121492887903	0.0553274511516846	0.203135050953042	0.0972908247268373	0.294340257337482	0.181951128267043	0.376108175875347	0.114933092521139	0.338352224665877	0.0985630544171811	0.118124390118638	0.034430815579944	0.0974516396238367	0.0237821554560228	0.0636375206821942	0.240689130985559	0.112458832034702	0.147472851588685	0.209633385335413	0.0188105464463743	0.132010560844868	0.0595871462013194	0.217771728563095	0.498166470628935	0.16523275027064	0	0.166119526954871	0	0.15527950310559	0.420493241151584	0.230106491143576	0.248255789068185	0.27403516784654	0.287826906853258	0.0442935183818101	0.268964486726104	0.154925726783924	0.0890052356020943	0.382471152599507	0	0	0	0	0	0.451065120157683	0	0	0.185810810810811	0.0949872630715427	0.0315798971397636	0.566921370470791	0	0.174879127661763	0	0.163207379811957	0.0941796948577887	0	0	1.21289067776007	0.116044182748098	0	0	0.0900360144057623	0	0	0	0	0	0.125296308838469	0.255701451278507	o:Bacillariales
0.0645612524882983	0	0.390424329600329	0	0	0	0	0	0	0	0	0	0.0610398978968981	0	0	0	0	0	0	0	0	0	0	0.0841072367268267	0	0	0	0	0	0	0	0	0	0	0.0830524207337926	0	0	0	0	0	0	0.0383656244005371	0	0	NA	0	NA	0.0688960729238433	0.100145210555305	0.136323658751099	0.174450299836453	0.120964693430105	0.0558916359810626	0.0382502260240629	0	0.0457217504898759	0	0	0	0.049862877088008	0	0.0366669722247685	0.0796520797158014	0	0	0.0701262272089762	0.0520466582983804	0.115399410180792	0.042852551512338	0.238133036989998	0.0163121492887903	0.0203837977927259	0.0609405152859126	0.0224517287831163	0	0.0357100345197	0.0179099131369213	0	0.0902272599109006	0.0311251750791098	0.0179754506702275	0	0	0	0	0.0211130816653999	0	0	0	0	0	0	0	0.0691897875873521	0	0.0337906332364669	0	0	0	0.0309565576307915	0	0	0	0.0148875986303409	0	0	0	0	0.226889666796318	0	0	0.0353810092432887	0	0	0	0	0	0.176158301158301	0.0215880143344415	0	0.0281700059861263	0	0.0668655488118506	0	0	0.269981791925661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o:Bicoecales
0	0	0	0	0	0	0	0.113105483157118	0	0	0.069840530788034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349344978165939	0	0.0619473138096049	0	0	0	0	0	0	0.0873962169923216	0	0	0	0	0	0	0	0	NA	0	NA	0.0317981875033123	0	0	0.00726876249318553	0	0.105207785376118	0	0.0192292900546112	0	0	0	0	0	0	0	0	0.0163145444163472	0.0219511430273762	0	0	0	0.0178552297968075	0	0	0	0	0.0074839095943721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195007800312012	0	0	0	0	0.0345948937936761	0	0	0	0	0	0	0	0	0	0.00992506575356062	0	0.00996164765652239	0.00455663902305659	0	0	0	0	1.0791207819203	0.292238967978959	0	0	0	0.0235096557514694	0	0	0	0	0	0.0308610225285464	0	0.0674117438353734	0	0	0	0	0	0	0.236324190299086	0	0.110411119049165	0	0	0	0	0	0	o:Cercomonadida
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0287742183004028	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0.0239329876346231	0.0727953410981697	0.04155239757334	0	0	0.0525703726124289	0	0	0.0841514726507714	0.0306156813519885	0.00854810445783647	0.014284183837446	0	0.0260994388620645	0	0.033855841825507	0.0124731826572868	0	0.0187052561769857	0	0.0451522863475905	0.0281960187221564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355970414903295	0	0.0194099378881988	0	0	0	0.013701758392327	0	0.0442935183818101	0	0.0364531121844527	0.0104712041884817	0.0162064047711656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587422252937111	o:Chaetocerotales
