X1	X10	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X11	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X12	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X13	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X14	X140	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	Family
0.419648141173939	0.84333192778012	0.308229733894996	0	0	0.316846571075667	0.360112270296033	0	0	0	0.0931207077173787	0	0.349592142500416	0.207820996848048	0.0330237358101135	0.285593399619209	0	0	0	0	0	0	0	0.655335552829858	0	0	0	0	0	0	0	0	0.356606606606607	0	0.688846548439103	0	0.364434892304817	0.336950985385731	0.438876176900859	0.0348466746316209	0	0.105505467101477	0	0	NA	0.24869109947644	NA	0.169590333350999	0.0500726052776526	0.0703605980650836	0.298019262220607	0.0264610266878355	0.456996317727512	0.612003616385006	0.246134912699023	0.0783801436969301	0.0525596552086618	0.0159553250897487	0	0.108036233690684	0.0385455479892072	0.0320836006966725	0.129036369139598	0.138673627538951	1.9473799742858	0.949041608228144	0.0428619538927839	0.0320553917168868	0.0785630111059529	0.619145896173996	0.130497194310322	0.463003407006202	0.318244913159766	0.461507758319613	0.130350685392314	0.163245872090057	0.505955046118026	0.972826533125359	0.648508430609598	0.311251750791098	0.0641980381079554	0.025823111684958	0.404424304438922	0.261603710016251	0.199397564804209	0.0464487796638797	0.0281147080086754	0.83567949233588	0.199882995319813	0.335454744960341	0.0280022401792143	0.131942966588636	0.0505541512735757	0.345948937936761	0.376046948891801	0.0878556464148138	0.549776529683977	0	0.0727872670807453	0.381797544113095	0.192647294910901	0.158370072336601	0.159853847910482	0.0446627958910228	0.0885870367636203	0.199232953130448	0.173152282876151	0.612565445026178	0.499157266951899	0	0	0	0	0	0.250170570843757	0.424422684891221	0	3.39527027027027	0.0906696602046544	0.121808174681945	4.52128596077327	0.420269942616989	0.91040016459212	0	0.0212879191059074	0.652979217680668	0	0	3.07409708528053	0.10744831735935	0.0988907042737983	0	0.138055222088836	0	0	0	0.383646580120132	0	0.125296308838469	2.81271596406358	f:Aulacoseiraceae
0.312046053693442	0.0651665580557366	0	0	0.205666316894019	0	0	0	0.211128705169875	0.132390054197178	0	0	0.0610398978968981	0	0	0.512254827888422	0	0	0	0	0	0	0	0.143683196074996	0	0	0	0	0	0	0	0	0.452796546546547	0	0.127021349357565	0.112366564704414	0.121478297434939	0	0.187553921752504	0.510254878534448	0	0.31331926593772	0	0	NA	0.0916230366492147	NA	0.105993958344374	0.0650943868609484	0.079155672823219	0.0654188624386698	0.14364557344825	0.236717517096265	0.149523610821337	0.0769171602184447	0.352710646636186	0.378429517502365	0.123653769445552	0.228785357737105	0.108036233690684	0.199151997944237	0.15125126042717	0.0700938301499052	0.0367077249367811	0.100348082410863	0.0327255726975222	0.134708997948749	0.119673462409711	0.0321394136342535	0.185214584325554	0.163121492887903	0.0553274511516846	0.203135050953042	0.0972908247268373	0.294340257337482	0.181951128267043	0.376108175875347	0.114933092521139	0.338352224665877	0.0985630544171811	0.118124390118638	0.034430815579944	0.0974516396238367	0.0237821554560228	0.0636375206821942	0.240689130985559	0.112458832034702	0.147472851588685	0.209633385335413	0.0188105464463743	0.132010560844868	0.0595871462013194	0.217771728563095	0.498166470628935	0.16523275027064	0	0.166119526954871	0	0.15527950310559	0.420493241151584	0.230106491143576	0.248255789068185	0.27403516784654	0.287826906853258	0.0442935183818101	0.268964486726104	0.154925726783924	0.0890052356020943	0.382471152599507	0	0	0	0	0	0.451065120157683	0	0	0.185810810810811	0.0949872630715427	0.0315798971397636	0.566921370470791	0	0.174879127661763	0	0.163207379811957	0.0941796948577887	0	0	1.21289067776007	0.116044182748098	0	0	0.0900360144057623	0	0	0	0	0	0.125296308838469	0.255701451278507	f:Bacillariaceae
0.344326679937591	0.866331889446851	0.585636494400493	9.51885023953343	2.98845750262329	5.9073089522582	0.794365302123603	2.1047455126629	1.24732616606939	0	2.79362123152136	0.1611367465026	0.538260917818101	1.77860136469121	3.41382868937048	0.107286409380761	0	0.983290930344496	2.77848864841151	0.0980392156862745	0.334632878492528	1.29274533913795	0	0.942701944979849	1.40350877192982	1.60463748634798	1.01892285298399	0.364488414475397	0.0712394108810457	4.07218141168956	0.826927879679219	1.31686025005549	0.182995495495495	0.436884179215468	0.718159167521618	6.51413945939197	3.4668037191048	0.869803706460839	1.56795078585093	2.26752289924333	2.3261771788697	0.652215614809131	1.58333333333333	1.67966406718656	NA	1.03403141361257	NA	1.91319094811596	0.635922087026188	1.01143359718558	0.806832636743594	0.710667573901867	0.0460284061020515	1.35266708394186	0.530728405507269	0.300457217504899	0.546620414170083	0.123653769445552	0.317179700499168	0.452921133549406	0.353334189901066	0.577504812540105	0.591018431491246	0.118280447018517	0.774561761108846	0.99111734455353	1.09910296053639	2.89994443732102	1.49983930293183	0.751442027835106	0.45347775022837	0.232957689059725	1.01567525476521	1.4044803672105	0.555041628122109	1.13591919329332	0.250738783916898	0.985140793038338	0.783849320475949	0.581003268143383	0.598325715166145	0.843554981708629	0.18515811528529	0.356732331840342	0.080607526197446	0.270247445317118	0.212868503494257	0.464762926218885	0.224258970358814	0.344860018183528	0.708056644531563	0.25537348371994	1.90939140579428	2.77451048225282	0.83755911344083	0.554166385078056	0.482537673535577	0.683320264366528	1.21312111801242	1.10669693530079	0.197998608658426	0.603518383769208	0.438456268554465	0.610391543843978	1.6240956739997	2.02221447427404	1.30775539961724	0.455497382198953	0.573706728899261	0.697991811269253	0	3.44522577506523	0.718072892748299	1.58873147162395	0.602683647941779	1.59409150152057	5.18219983207389	0.579150579150579	0.241785760545745	0.3970044211856	0.609176379449981	1.45882162773782	0.52463738298529	1.56500952452097	0.120631541600142	0.546242230175174	3.78492423758072	0.704685143075849	1.17777357573138	0.356728413633043	2.27878579413535	0.821323415465675	1.90276110444178	1.31194388517244	1.68449806510357	0	1.39895369114513	0.432806751785328	0.551981036234338	0.82930200414651	f:Basal_Cryptophyceae-1
0.306665949319417	0.850998581669031	1.29970204459057	1.10988782098967	0.512067156348374	1.19220235218302	0.288619393104909	0.0590115564298008	0.836180792843848	0.277191675975342	0.388002948822411	0	0.133177959047778	0.323854386754875	2.62538699690402	1.99462056876908	0	0.656673313621674	0.478923701239352	0	0	0	0.159400948991696	0.203259155423165	0	0	0	0	0.269470815071781	0.713297136165229	0	0	0	0.433785709859329	0.239386389173873	1.62619389474998	0.107461570807831	0.156721388551503	0.926516373457369	1.09269215452011	0	0.13427968540188	0.688888888888889	0.454194875310652	NA	0.117801047120419	NA	0.625364354231809	0.230333984277202	0.527704485488127	0.614210430674178	0.491419067059802	0.0197264597580221	0.737186174281939	0.296131066841012	0.228608752449379	0.394197414064964	0.103709613083367	0.249584026622296	0.31164298180005	0.16060644995503	0.504170868090567	0.192758032912239	0.142752263643038	0.250870206027157	0.458158017765311	0.805192419557297	1.93187160747104	0.924900903474628	0.619145896173996	0.551350645961112	0.329052735796861	0.470596201374547	0.735917776779923	0.365822891262299	0.709099256891186	0.27312617533805	0.58287496921435	0.462414707043366	0.290501634071692	0.413435365415233	0.473423714224231	0.0243629099059592	0.122874469856118	0.0975775317126978	0.223798665653239	0	0.0670331143584931	0.229134165366615	0.172430009091764	0.0520041603328266	0.0340497978293254	0.435543457126191	1.03784681381028	0.564070423337702	0.175711292829628	0.395522683225883	0.448078861879691	0.519215838509317	0.407594675472087	0.192647294910901	0.243975516842871	0.219228134277232	0.258051709592576	0.413406171563561	0.622602978532649	0.396427595005924	0.591623036649215	0.220407104887852	0	0	2.0742116668878	0	1.33895667840472	0	0.678407913645022	1.61209068010076	0.381274131274131	0.371313846552394	0.184967968961473	0	0.0929443142326033	0.0668655488118506	0.149404250550928	0	0.207195328687135	0.632951857298127	0.317446022919153	0	0.571625048351743	0.283773325307421	0.747714241438091	0.732292917166867	0.250048710787816	0.427953562485773	0	0	0.298636658731876	0	0.438838977194195	f:Basal_Cryptophyceae-2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203784570596798	0	0	0	0	0	0	0	0	0	0	0.258590291109979	0.180051764882404	0.186678614097969	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f:Bathycoccaceae
0.0645612524882983	0	0.390424329600329	0	0	0	0	0	0	0	0	0	0.0610398978968981	0	0	0	0	0	0	0	0	0	0	0.0841072367268267	0	0	0	0	0	0	0	0	0	0	0.0830524207337926	0	0	0	0	0	0	0.0383656244005371	0	0	NA	0	NA	0.0688960729238433	0.100145210555305	0.136323658751099	0.174450299836453	0.120964693430105	0.0558916359810626	0.0382502260240629	0	0.0457217504898759	0	0	0	0.049862877088008	0	0.0366669722247685	0.0796520797158014	0	0	0.0701262272089762	0.0520466582983804	0.115399410180792	0.042852551512338	0.238133036989998	0.0163121492887903	0.0203837977927259	0.0609405152859126	0.0224517287831163	0	0.0357100345197	0.0179099131369213	0	0.0902272599109006	0.0311251750791098	0.0179754506702275	0	0	0	0	0.0211130816653999	0	0	0	0	0	0	0	0.0691897875873521	0	0.0337906332364669	0	0	0	0.0309565576307915	0	0	0	0.0148875986303409	0	0	0	0	0.226889666796318	0	0	0.0353810092432887	0	0	0	0	0	0.176158301158301	0.0215880143344415	0	0.0281700059861263	0	0.0668655488118506	0	0	0.269981791925661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f:Bicoecaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207095407261084	0	0	0	0.0183694088111931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f:Bursariomorphida
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02194563752077	0	0	0	0	0	0	0	0	0	0.0232174182230936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f:Catenulaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0.0821935823250921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f:Cercomonadidae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0287742183004028	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0.0239329876346231	0.0727953410981697	0.04155239757334	0	0	0.0525703726124289	0	0	0.0841514726507714	0.0306156813519885	0.00854810445783647	0.014284183837446	0	0.0260994388620645	0	0.033855841825507	0.0124731826572868	0	0.0187052561769857	0	0.0451522863475905	0.0281960187221564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355970414903295	0	0.0194099378881988	0	0	0	0.013701758392327	0	0.0442935183818101	0	0.0364531121844527	0.0104712041884817	0.0162064047711656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587422252937111	f:Chaetocerotaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131004366812227	0.178524937702235	0	0	0	0	0.269801051051051	0	0	0	0.14483950848012	0.27426242996513	0.210060392362804	0.355933890880127	2.27493979607522	0.776903894110877	0	0.916959465249807	NA	2.89267015706806	NA	0.895648948009964	0	0.25065963060686	0.0145375249863711	0	0	0	0	0	0	0.0558436378141205	0	0	0	0	0	0	0	0.902290790088827	0	0	0	0	0	0	0	0	0	0	0	0	0.124062482377488	0.0415002334388131	0.0333829798161368	0	0	0	0	0	0	0	0.0731279251170047	0.479668934382544	0.0880070405632451	0.0468184720153224	0.0233326852031888	0	0	0.500101371899709	0.0355970414903295	0	0	0	0.0428105099802001	0.111287077858152	0.13701758392327	1.32003374522356	1.00398641665436	0.478159087513075	0.897657887542149	0.0523560209424084	0	0	0	0.119410906196099	0	0.0409466874129883	0	0	0.141057934508816	0	0	0	0	0	1.38874601378459	0.653643596160311	0	0.552520876499027	0	0	0	0.025787596166244	0	0	0	0	0	0	0	0	0	0	f:Chilodonellidae
0.0484209393662237	0.268332886111857	0	0	0	0	0	0	0	0.177899135327459	0	0	0.110981632539815	0	0	0	0	0	0	0	0	0	0	0	0.800719748088169	0.820521437172702	0	0	0	0	0	0	0.15015015015015	0.216892854929665	0	0.0312129346401149	0.518618885203009	0.669983936057673	0	0.0273795300677021	0	0.163053903702283	0	0	NA	0	NA	0	0.150217815832958	0	0.145375249863711	0.0642624933847433	0.0394529195160442	0	1.26528728559342	2.30894839973873	0.751603069483864	2.63661747108097	0.525166389351082	0.901687027341478	0.379031221893871	0	0.0860242460930655	0	0.188152654520368	0.43010752688172	0.0428619538927839	0.0470145745181006	0.035710459593615	0.211673810657776	0.296881117055983	0.486299175912175	0.165893624944984	0.174624557202016	0	0.0306086010168857	0.107459478821528	0.0985140793038338	0	0.124500700316439	0.0564942735350008	0.107596298687325	0.628563075573746	0.618336041856594	0.585465190276187	0	0.4739336492891	0.473700674800018	0.755655226209048	0.586262030911998	0	0.272398382634603	0.217771728563095	0.179893447727115	0.393139992023247	0.628505778198283	0.0632836293161413	0.280049288674807	0.135869565217391	0.830667629759571	0.947182533311928	0.428027222531353	0.191824617492578	0.15880105205697	0	0.12452059570653	0.136699170691698	0.198952879581152	0.0259302476338649	0	0	0	0	0.151502743428057	0	0.304113892323631	0	1.9546332046332	0.531065152627261	0	0.415507588295363	0	0	0	0	0	0	0	0	0.455580865603645	0.0859919167598246	0.534635053463505	0.156062424969988	1.35740728713386	0.437058957432279	0	0.209261770974617	0	0	0.525224602626123	f:Chlorodendraceae
0	0.0689998850001917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340369937426941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0.0615655233069481	0	0	0.0230142030510258	0	0	0	0	0	0	0	0	0	0.0414190814522167	0	0	0	0	0	0	0	0	0	0.209906219318143	0.0673551863493489	0	0.391109901882429	0.474612698128414	0.307856497824481	0.468053910787797	0.326814338330653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435074951548471	0	0.077639751552795	0	0	0	0	0	0.0812047836999852	0.0448274144543507	0	0	0	0	0	0	0	0.147408074686758	0	0	0	0.135135135135135	0	0	0	0	0	0	0.0886996629412808	0	0	0	0	0.0429793269437401	0	0	0	0	0	0	0	0	0	0.0621976503109883	f:Chromulinaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180494905385735	0	0	0	0.205344507034437	0	0	0	0	0	0.140167266271083	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f:Chrysamoebaceae
0	0	0	0	0	0	0.010591537361648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169279209127535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f:Chrysochromulinaceae
0	0	0	0	0	0	0	0.157364150479469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01954174605501	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0260994388620645	0.0203837977927259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114650724756367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546257554625755	0.0240096038415366	0	0.0318688823127703	0	0	0	0	0	f:Chrysophyceae_Clade-E
