X1	X10	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X11	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X12	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X13	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X14	X140	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	Species
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254550082728777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Archerella_sp.
0.790875342981654	6.26748955418408	0.570225007705743	0	1.86358866736621	0.230922077224639	0.60636551395435	0.177034669289403	0.127788426813346	0.244094162426048	0.0892406782291545	0.0292975902732	4.47810887298152	0.161061272557237	0.0412796697626419	0	0.660968094622801	0.35412225813106	1.25397579790151	1.5916955017301	2.07927225471085	2.52567212787877	3.22508896797153	2.24636411424566	3.58974358974359	8.22201685849506	4.11353711790393	6.74303566779484	12.7456598163262	0.572234642819121	2.03402058994922	1.57579344529111	0.992398648648649	0.46477040342071	1.49982900972202	0.430738498033585	0.285006774751203	0	0.663940883003864	0.552568697729988	0.681457191166675	0.540315876974231	0	0	NA	0.818062827225131	NA	1.39382055222852	5.52300836212508	4.52946350043975	4.04506632745775	5.12209873743101	0.591793792740663	3.75895403018291	4.86501038381663	3.53037230568256	1.38231893198781	14.188272836059	12.8015806988353	3.86437297432062	3.39200822305024	1.90668255568796	0.876172876873815	2.14128395464557	7.83969393834865	3.29125759700795	1.02868689342681	0.812069923494465	1.18915830446738	2.02148489178176	1.69972595589195	4.25438979645322	2.46131970071436	1.19992017163099	4.14178790682028	1.04919482374547	1.8312886182502	1.68294885477383	0.817684542942537	1.80007262540852	7.17220481742078	9.28771250268991	3.37182673098475	5.55709699155734	9.70684315472402	6.51971961827548	11.1615390794441	11.0470572462797	16.7072932917317	13.8821832774242	22.8978318265461	20.2128112364333	4.42154384600428	11.1118798865287	8.71745199703721	4.52118672703926	3.025748526678	6.83320264366529	2.23214285714286	1.64327726756785	0.791994434633702	1.52805718443693	0.753596711577986	0.843630589052652	0.538904473645357	0.0996164765652239	0.141255809714754	3.5130890052356	0.576948009853494	0	0.991962928100789	0.207863429304321	2.23354068383918	0.896732454344444	1.55788037298158	1.46709888714367	0.0973971452560873	3.37355212355212	1.77885238115798	3.17152395560769	0.165498785168492	0.408146771195345	0.370332270342557	0.418331901542599	0.709597303530247	1.33107302065675	0.0447541717281504	0.276920998716708	6.10767443745104	1.81372759702583	1.3242755181013	0.406787540678754	0.690276110444178	7.03383776060272	3.48281356703847	2.54118471784087	0.527029645417555	0.826660895909976	0.443616661022689	4.73393227366966	s:Askenasia_sp.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291149068322981	0	0	0	0	0	0	0	0	0	0.119927395306625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Aspidisca_sp.
0.414268036799914	0.39866600222333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0.137792145847687	0	0.0439753737906772	0.298019262220607	0.0264610266878355	0.276170436612309	0.156478197371166	0	0	0.0525596552086618	0	0	0	0	0.0320836006966725	0.0334538734806366	0.0938086303939962	0.0627175515067892	0.126227208976157	0.0244925450815908	0	0	0	0	0.0960950467371364	0	0	0.130350685392314	0	0	0	0	0	0	0	0	0	0	0.0168904653323199	0	0	0	0	0	0	0	0	0	0	0.348059961238777	0	0	0	0	0	0	0	0	0	0	0.612565445026178	0.363023466874109	0	0	0	0	0	0.170570843757107	0.230591852421214	0	1.41167953667954	0.0906696602046544	0.121808174681945	0.278178809112997	0	0.298323217775949	0	0	0.232309913982545	0	0	0	0.10744831735935	0	0	0	0	0	0	0	0	0	0.231513476157567	s:Aulacoseira_ambigua
0	0.417832636945605	0	0	0	0.316846571075667	0.360112270296033	0	0	0	0.0931207077173787	0	0.349592142500416	0.207820996848048	0.0330237358101135	0.285593399619209	0	0	0	0	0	0	0	0.655335552829858	0	0	0	0	0	0	0	0	0.356606606606607	0	0.688846548439103	0	0.364434892304817	0	0.438876176900859	0.0348466746316209	0	0.105505467101477	0	0	NA	0.24869109947644	NA	0	0.0500726052776526	0	0	0	0.180825881115203	0.365115793866055	0.246134912699023	0.0783801436969301	0	0.0159553250897487	0	0.06232859636001	0.0385455479892072	0	0	0	0	0	0	0.0256443133735094	0.0785630111059529	0.571519288775996	0.130497194310322	0.366908360269066	0.318244913159766	0.42658284687921	0	0.153043005084429	0.483567654696875	0.952302766603727	0.61467320814301	0.311251750791098	0.0641980381079554	0.025823111684958	0.404424304438922	0.261603710016251	0.199397564804209	0	0.0281147080086754	0.808866246592483	0.199882995319813	0.335454744960341	0.0280022401792143	0.131942966588636	0.0505541512735757	0.345948937936761	0.376046948891801	0.0878556464148138	0.126567258632283	0	0.0727872670807453	0.381797544113095	0.160539412425751	0.0898857167315841	0.100479561543731	0.0446627958910228	0.0885870367636203	0.134482243363052	0.0956894194841885	0	0.0907558667185272	0	0	0	0	0	0	0.193830832470006	0	1.76399613899614	0	0	4.06352336349871	0.331366685524933	0.426910811644892	0	0	0.332768255164187	0	0	2.80936816229504	0	0	0	0	0	0	0	0	0	0	0	s:Aulacoseira_granulata
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336950985385731	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07959972708665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138055222088836	0	0	0	0.383646580120132	0	0	0	s:Aulacoseira_granulata_v._angustissima
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179583788161555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Aulacoseira_islandica
0.00538010437402486	0	0.308229733894996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0.0317981875033123	0	0.0263852242744063	0	0	0	0	0	0	0	0	0	0	0	0	0.0955824956589617	0.0448649971449547	1.88466242277901	0.822814399251987	0.0183694088111931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295583143315598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0453779333592636	0	0	0	0	0	0	0	0	0.0555019305019305	0	0	0	0	0.164592120152248	0	0.0212879191059074	0.0879010485339361	0	0	0	0	0	0	0	0	0	0	0	0	0.125296308838469	2.58120248790601	s:Aulacoseira_subarctica
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0.0290750499727421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0406034961747233	0	0	0	0.0145598555662328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149001015916018	0.0414651002073255	s:Carteria_cerasiformis
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106851305722956	0.014284183837446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856054445062706	0	0.0148875986303409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Carteria_radiosa
0.0484209393662237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0.0250363026388263	0	0	0	0.0953445554971068	0	0	0.0457217504898759	0	0	0	0.024931438544004	0	0	0	0.0815727220817359	0	0	0.0153078406759942	0	0.0749919651465914	0	0	0.0116478844529862	0.0643260994684633	0	0.0462534690101758	0	0	0	0.0281960187221564	0.0466877626186647	0	0.0430385194749301	0	0	0	0.0506713959969597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136699170691698	0	0.116686114352392	0	0	0	0	0	0	0.106941148948969	0	0	0.0302232200682181	0	0	0	0.020574015019031	0	0	0.0502291705908206	0	0	0	0.012893798083122	0	0	0	0	0	0	0	0	0	0	s:Carteria_sp.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0.0821935823250921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Cercomonas_sp.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562661765257512	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chilodonella_sp.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415002334388131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154782788153957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chilomonas_insignis
0.0645612524882983	0.0306666155556407	0	0	0	0	0.187999788169253	0	0	0.111704108228869	0	0.1831099392075	0	0	0	0	0	0	0	0	0	0	0	0.0420536183634133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127885414668457	0	0	NA	0	NA	0.0423975833377497	0	0.0571679859278804	0.0218062874795566	0	0.0558916359810626	0.017386466374574	0.0307668640873779	0.104506858262573	0.0525596552086618	0.0837654567211807	0.0103993344425957	0.016620959029336	0.0385455479892072	0	0.0318608318863206	0.0285504527286076	0	0	0	0.0256443133735094	0.049994643431061	0	0.23489494975858	0.0815351911709036	0.111724278024173	0.0349249114404031	0.0210243040955344	0.115632492730457	0.232828870779977	0.135456859042772	0.287599390965996	0.461690097006796	0.0385188228647733	0.0903808908973531	0	0	0	0.0295583143315598	0	0	0.00975039001560062	0	0	0.0340497978293254	0	0	0	0	0.023731360993553	0	0	0	0.01070262749505	0.0385224500278218	0	0.0744379931517046	0	0	0	0.0157068062827225	0	0	0	0	0	0	0	0.0501286635698292	0	0.0434362934362934	0.168386511808644	0	0.0845100179583788	0	0.0977265713403971	0	0	0	0	0	0	0.10744831735935	0	0	0	0	0	0	0	0	0	0.0241879751209399	s:Chlamydomonas_fasciata
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244925450815908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chlamydomonas_noctigama
0.0591811481142734	0.0344999425000958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00529184526644441	0	0	0	0	0	0.0187052561769857	0	0	0.0958664636553319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395522683225883	0	0	0	0	0.00428027222531353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215880143344415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chlamydomonas_proteus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131381381381381	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0.0591793792740663	0.0347729327491481	0	0	0	0	0.0571963394342762	0	0.0449698059874085	0	0	0	0	0	0	0	0	0.0529184526644441	0	0	0	0.0074839095943721	0	0.0119033448399	0	0	0	0	0.0179754506702275	0	0	0	0	0.0380035469977198	0	0	0.0438767550702028	0.0376210928927485	0	0	0	0	0	0	0.0632836293161413	0	0	0	0	0	0	0.0198501315071212	0	0	0	0.0471204188481675	0.139375081032024	0	0	0	0	0	0	0	0	0.0337837837837838	0	0	0	0	0	0	0	0.0376718779431155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chlamydomonas_raudensis
0.0645612524882983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0.0558916359810626	0	0	0	0	0	0	0	0	0	0	0.0856513581858227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0844523266615995	0	0	0	0	0	0	0	0	0	0	0.0514179488193648	0	0	0	0	0	0	0	0	0	0	0.0680628272251309	0	0	0	0	0	0	0	0	0	0	0.0474936315357713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chlamydomonas_sordida
0.00538010437402486	0.0574999041668264	0	0.110096110929271	0	0	0	0	0	0	0	0	0	0	0	0	0.323029519928437	0	0	0	0	0	0.0889679715302491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497809637594584	0	0.0159856768335571	0	0	NA	0	NA	0	0.0701016473887136	0	0.0545157186988915	0	0.338637559179379	0	0	0	0.583412172816146	0.0638213003589948	0	0.074794315632012	0.147757933958628	0.0504170868090567	0.105140745224858	0.63626723223754	0.0250870206027157	0.18700327255727	0.125524293543153	0.185921271957943	0.121415562618291	0	0.267519248336161	0.116478844529862	0.0778684361986661	0	0	0.0544152906966858	0.0223873914211516	0.127247352434119	0.118423278633057	0	0	0.0774693350548741	0	0	0	0.00844523266615995	0	0.147472851588685	0.102379095163807	0.112863278678246	0.0280022401792143	0	0.0661092747423683	0	0	0	0.395522683225883	0	0	0.0619131152615829	0	0	0	0	0	0	0	0.120418848167539	0.113444833398159	0	0	0	0	0.102366718532471	0	0.187147010660696	0.0638119227539883	0.70945945945946	0.526747549760373	0	0.366210077819642	0	0.0462915337928197	0	0	0.0313932316192629	0	0	0	0.23638629819057	0	0	0.240096038415366	0	0.0865012519918051	0	0	0	0	0.207325501036628	s:Chlamydomonas_sp.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0.0262798276043309	0	0	0	0	0	0	0	0	0	0.0122462725407954	0	0	0	0	0	0	0	0	0.0306086010168857	0	0	0	0	0.0641980381079554	0	0.029235491887151	0	0	0	0.060245802875733	0	0	0	0.0720057604608369	0	0	0.0691897875873521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chlorococcum_sp.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0935016362786349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634963071884504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s:Chloromonas_insignis
