X1	X10	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X11	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X12	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X13	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X14	X140	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	Phylum
0.252864905579168	0	0	0	0	0.198700392030503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606272998072542	0	0	0	0	0	0	0	0	0	0	0.180761151008843	0	0	0.430983818516632	0.131287745226753	2.40442054958184	2.58236409284214	0.239785152503357	0.0277777777777778	0.0771274316565258	NA	0	NA	0.0264984895860936	0	0	0	0	0	0	0	0	0	0	0.062396006655574	0.058173356602676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0544429321407739	0	0	0	0	0	0	0.0257971313589929	0	0.0428027222531353	0.306005937428637	0.357302367128182	0.509375461390816	0	0.0136699170691698	0.151832460732984	0.200959419162453	0	0	0	0.0584477935957918	0	0	0.401029308558634	0.37951301427372	0	0.172704114675532	0	0.394380083805768	0	0	0	0	0	0	0	0	0.0945545192762281	0.275174133631439	0	0	0.0584529453789699	0.118370134304575	0	0	0	0	0	p:Alveolata-Alveolata_X
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.008310479514668	0	0	0	0	0.0156793878766973	0	0.0061231362703977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Alveolata-Apicomplexa
0.107602087480497	0.252999578334036	0	1.05632755080787	2.16159496327387	0.134257021642232	0.190647672509665	0.383575116793705	1.88626830013612	0.285466054362666	0.0737205602762581	0	0.321846734365463	0.668490873194555	0.115583075335397	0	0	0	0	0	0.536062378167641	0.232627695988834	0	0.276852987559138	3.02893987104513	1.35540059928869	0	0	0	0.550942190993293	0.321891389405333	0	0	1.64838569746545	0.420147540182715	3.02141207316312	5.14413867214876	4.3803628100145	4.19370569038599	8.84856630824373	4.35517753753138	1.761621587058	5.41111111111111	2.49378695689434	NA	0.183246073298429	NA	0.0529969791721872	0.310450152721446	0	0.294384880974014	0.29107129356619	0.66083640189374	0.215592183044718	0.58457041766018	2.57674722403658	1.22463996636182	0.21140805743917	0.50436772046589	0.677304080445442	0.301940125915457	0.352919607663397	0.293119653354149	0.171302716371645	0.17247326664367	0.0981767180925666	0.811315555827695	1.23947514638629	1.87479912866479	0.608562205641107	0.893905781025708	1.09781310969395	0.650032163049734	0.431572119942124	0.18921873685981	0.425119458567858	0.649234351213397	0.788112634430671	0.580837985676422	0.264563988172433	0.0616301165836372	0.0688616311598881	0.0633435657554938	0.019818462880019	0.0551525179245683	0.0422261633307998	0.0963932846011728	0.0938463601018903	0.292511700468019	0.166159826942973	0.0440035202816225	0	0.155551234687925	0.401300768006642	0.0797675346134123	0.290599445833615	0.462761539374283	0.408871961465218	0.698757763975155	1.8032194819936	1.0916680044951	2.38411162949964	2.9230417903631	2.14381420276909	4.96825631182637	1.87278975942621	1.26674564840973	0.256544502617801	0.311162971606379	0	0	1.91941975144841	0.868367219137477	0.20882810580624	0	0	0	0.287162162162162	0.142480894607314	0	0.169020035916758	1.35779519922412	0.0411480300380619	0	0.127727514635444	0.144408865448609	0	0.0157597316342842	0	0.25787596166244	0.180583025195632	0	0.396158463385354	0.0487107878158083	0	0	0	0	0.298002031832035	0.0449205252246026	p:Alveolata-Chrompodellids
10.3674611287459	44.8230919615134	30.8897564985102	8.78388430981641	22.8541448058762	6.22415552333387	1.99650479267066	2.65552003934104	14.1150651443176	10.0616441189856	1.66065262095992	4.5997216728924	45.9075523000943	6.94814866128641	1.96491228070175	13.9578107528182	23.0990955173442	9.39971120126521	7.22041457975359	9.2560553633218	8.83365821962313	11.7809311754345	15.2728351126928	55.0797266514806	6.77762783025941	11.9857738945364	6.82678311499272	10.4065161602261	44.8761828065231	3.16725220909188	3.94594444598607	20.4828487583537	43.2713963963964	51.4500836586726	50.3541941472471	14.8199013671265	12.9981778255385	58.4570779297105	47.5899321054803	36.3102349661489	33.3709074140493	17.85919815845	14.0388888888889	14.3714114319993	NA	29.7905759162304	NA	44.5757591817266	47.1583796504932	39.1952506596306	45.4806469198619	35.8584713086868	13.7033140452393	30.6697266847486	32.0436889470041	33.4291312867407	23.7096604646274	47.4870362983646	41.4049500831947	41.2116679132386	45.5801104972376	51.3795948299569	25.7977155783538	36.5853658536585	52.4412806924018	51.0425432445068	24.8354407127331	32.4870709920075	41.1455915437632	23.2576599460232	22.5662273261125	34.9087097055997	17.8894268205979	24.7617622112458	43.7936254309982	13.3521519546993	20.2829766275634	17.982924226254	17.1488185868155	31.0629247289516	31.2413332648554	48.6765655261459	37.591969984895	37.2864560624678	38.5091850154851	38.9029642766658	39.9791147883364	41.1315189703714	37.3634945397816	51.1458757876916	53.6202896231699	61.310917216429	19.626677036749	29.1634954680689	58.537975044157	45.4821923362844	33.8409207768065	66.3828833874762	53.9499223602485	22.6473016200598	42.2807299191952	31.9436716175149	37.4651746974195	36.9807949977669	17.1489738668242	12.7359665288639	17.151189282785	35.3821989528796	9.53260728639958	19.6529537921622	38.7987835783071	7.86342930432091	10.7669185488248	16.5219883711408	38.0827837161701	19.8810279717943	30.5289672544081	28.0019305019305	21.3246405595613	69.5028421907426	10.1552871579985	19.1101592176513	18.0588416829544	43.6335113733986	40.8905446159305	23.6642179946004	11.3739530720542	11.1804038994079	13.9603987141738	23.9222933768857	8.67228480522831	18.8168293816829	9.28571428571429	32.8895239332337	17.4413840200319	19.5817268372473	10.4010850610347	39.0997619562865	14.4124619031493	46.8624740843124	p:Alveolata-Ciliophora
0	0.042166596389006	0	0	0.239244491080797	0	0.198591325530901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273348519362187	0.0119958014694857	0	0	0	0	0	0	0	0	0	0.21495920660511	0.0717897496722642	0	0.0744426595619637	0	0.0224014336917563	0	0.00959140610013428	0.3	0	NA	0	NA	0.037097885420531	0.0701016473887136	0.15391380826737	0.214428493548973	0.105844106751342	0.108495528669122	0.0695458654982961	0.0884547342512114	0.15676028739386	0	0.0319106501794974	0.0207986688851913	0.099725754176016	0.0192727739946036	0	0.0302677902920045	0.0571009054572151	0	0.018700327255727	0.0061231362703977	0.0320553917168868	0.021426275756169	0.0370429168651109	0.123972334594806	0.17763023790804	0.250533229508752	0.0424088210347752	0	0.0833234138793001	0.0671621742634548	0	0	0	0.0975810179240922	0	0	0	0.0127275041364388	0	0.0361474817254398	0.0312821200339634	0	0	0.144011520921674	0.0170248989146627	0	0	0	0.121646279651281	0	0.0672118292819536	0.16013198757764	0.0722319678051801	0.0428105099802001	0	0.0228362639872117	0.0148875986303409	0	0	0	0	0	0	0	0	0	0.0122840062238965	0	0.046786752665174	0	0	0.0302232200682181	0	0.274657558364731	0	0	0.0522914876928249	0	0.100458341181641	0	0	0.0108052621626732	0	0	0	0	0	0.209424083769634	0	0	0	0	0	p:Alveolata-Dinoflagellata
1.51180932910098	4.48499252501246	21.4630638035549	19.174576725087	18.3798530954879	39.7400784061006	70.3039771222793	71.2564543889845	59.2077117537573	72.8972735923214	78.2136344236216	76.3824800410166	0.671438876865879	67.2300924803436	63.6945304437564	25.2757714043942	17.4833515555114	4.41105686584611	0.478923701239352	0.38638985005767	1.23456790123457	0.741085374364428	1.02683867141163	4.34203609602243	0.179937022042285	2.4615643115181	10.6375545851528	5.15490757615204	1.20952130213254	33.5675503034174	65.277353830785	56.141648787946	40.1440503003003	26.9102063580591	5.56939762567785	28.0260940133591	20.441059664533	5.52834698115425	8.95382422446453	3.90282755874154	14.479684377722	0.5594986891745	16.2277777777778	15.5711714799897	NA	4.88874345549738	NA	2.79824050029148	4.92213709879325	5.52330694810906	1.55188079229511	2.23406668178725	0.835086796422935	0.921482717852424	0.915314206599492	0.476812540822992	0.998633448964575	0.327084164339848	0.946339434276206	1.43771295603756	1.37479121161506	1.75543129526079	2.9423478247017	0.909535851211355	1.12578004954687	0.748013090229079	1.71141658757616	2.05154506988075	1.81409134735564	13.8593427528179	7.34046717995563	8.45054017064151	9.55073297897552	6.75547572718655	0.75687494743924	3.68663594470046	4.97895585206412	4.80666611936623	1.22370721254159	0.394252217668724	0.14380360536182	0.034430815579944	0.126687131510988	0.0475643109120457	0.173942556531331	2.09019508487459	0.249015985219696	0.0402198686150959	0.0438767550702028	0.297833652067593	0.200016001280102	0.148967865503299	2.13494069609178	8.32353144675846	1.726397356276	1.16915590998175	1.8154491160068	0.772936036742467	0.320263975155279	0.270869879269425	0.203349922405951	0.226854427941617	0.406485498972368	0.521065952061932	1.28451203307249	0.597698859391343	0.514900209605395	1.20942408376963	2.24296642032931	40.0311951647495	42.1837665628847	25.5627791782761	34.9476057278838	26.2959626566211	10.1356985823668	18.8650870567791	20.544080604534	4.03474903474903	0.656275635767022	7.35811603356492	31.5468854537132	56.6677442819041	2.25285464458389	38.5612370671946	43.6544261131808	1.10504175299805	37.2418643309251	48.9204583830515	27.1104027661471	1.16903769286973	21.2486026313527	14.4428947776228	16.8367346938775	10.7878158082743	22.5130890052356	45.1805117420259	21.8601046308855	31.7204068383467	47.2130037250254	0.5286800276434	p:Alveolata-Perkinsea
0	0.0153333077778204	0	0	0	0	0	0	0	0	0	0	0.0443926530159259	0	0	0	0	0	0	0	0	0	0	0.0876117049237778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00639427073342285	0.0555555555555556	0	NA	0	NA	0	0	0.0175901495162709	0.0436125749591132	0.0264610266878355	0	0.0104318798247444	0	0	0	0	0	0	0	0	0	0	0.0219511430273762	0	0	0	0	0	0	0.0116478844529862	0.104953109659072	0.027441001846031	0	0.0204057340112572	0.0761171308319155	0.135456859042772	0.310156205943721	0.60175338486279	0	0	0	0	0	0	0.020081934291911	0	0	0.0658369125623099	0	0	0	0.0276759150349408	0	0	0.023731360993553	0	0	0.0206377050871943	0	0	0.0228362639872117	0.0794005260284849	0.0516757714454451	0.0149424714847836	0.0683495853458489	0	0.0551017762219629	0	0	0.0751846446419884	0	0.0737040373433789	0	0	0	0.106177606177606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ancyromonadida-Ancyromonadida_X
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0262575490453505	0	0	0	0	0	NA	0	NA	0	0	0.0175901495162709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020393180520434	0.0125435103013578	0	0	0	0	0	0	0	0	0	0.0294340257337482	0	0	0	0	0	0.00513584304863643	0	0	0	0	0	0	0	0	0.0125403642975828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0401029308558634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Apusomonada-Apusomonada_X
7.6182277936192	0.513665810556982	0	0	0	0	0	0	0	0	0	0	2.95211142555907	0	0	0	0	0	0	0	0	0	0	1.5840196250219	0	0	0	0	0	0	0	0	0	0	0.825638770824173	0	0.0747558753445779	0	0	0.251393866985265	0	0.278150776903894	0	0	NA	0.0785340314136126	NA	0.137792145847687	0.400580842221221	0.624450307827617	0.817735780483373	0.665305813865578	0.0986322987901105	0.243410529244036	0.449965387277902	0.561724363161332	0.457269000315358	1.09692859992022	1.59629783693844	0.548491647968088	0.391879737890274	0	0.229397989581508	0.982951301084917	0	0.0935016362786349	0.116339589137556	0.0406034961747233	0.0178552297968075	0	0	0.0232957689059725	0.182821545857738	0.187097739859303	0.142965267849634	0.229564507626643	0.438792871854571	0.238075691650932	0.214289742288389	0.160813404575401	0.213137486518412	0.012911555842479	0.204648443210057	0	0	0.966979140275315	0.0722949634508796	0.0804397372301917	0.0585023400936037	0.0564316393391228	0.0440035202816225	0.131942966588636	0.268325879836671	0.560437279457552	0.49569825081192	0.500101371899709	0.628881066329154	0.252044359807326	0.106754658385093	0.18057991951295	0.0642157649703002	0.222574155716304	0.13701758392327	0.188576249317652	0.295290122545401	0.488120735169597	0.510343570582338	1.18848167539267	9.10799948139505	0	0	0	0.0918465327933871	0	0	0	0.285474391267842	0.299227799227799	0.872155779111437	0.428584318325363	1.79935913236382	0.0686979713893154	0.164592120152248	0	0	0.320210962516481	0	0	0	3.10740533803241	0	0.371920037192004	0	0	0.0546323696790348	0	0	0	0	0.103662750518314	p:Centroplasthelida-Centroplasthelida_X
3.81987410555765	1.40683098861502	12.3651494914209	4.10033623947392	13.0703043022036	0.676655389076849	0.511041677699518	1.01303171871158	0.241686807233936	0.968102271316867	0.508283862957358	0.655533582362851	0.405082958770323	1.40279172872433	0.264189886480908	2.01879778778446	12.2850611271245	18.0430447638039	23.0285526267685	43.2237600922722	37.4269005847953	64.0989000033233	52.6986951364176	0.203259155423165	28.5200179937022	22.3949144473382	47.0305676855895	26.4774798229628	26.9393380929519	10.0314063664431	1.30144018647501	0.0690488520628345	0.992398648648649	0.458573464708434	0.27358444477014	0.343342281041263	1.99037518104939	1.55545978137366	1.00904009902847	1.22958980485862	2.13147512425065	3.01489865080887	1.45	2.0995800839832	NA	2.00261780104712	NA	1.3037256876358	2.52365930599369	1.80299032541777	2.25695075413411	0.990398427458985	6.6971330878485	0.733708881007024	2.66902545958003	5.08491182233834	3.24293072637444	5.03390506581572	3.41618136439268	3.39898612149921	1.97867146344597	0.705839215326794	1.22186290284039	5.77127008728281	3.22368214744896	5.10518934081346	1.51547622692343	1.95537889473009	1.25700817769525	1.76218447372599	2.05859324024533	1.34241868320666	2.14646037173714	1.24482362919723	3.25876713480784	1.35017940041152	1.41040565953255	1.89229127329447	1.92296847685107	3.46008196296104	1.94648451543321	3.62384333978911	4.26350923354285	4.71679416544453	4.93402910355946	5.37539059201081	3.64286288055265	4.19627295884167	3.31513260530421	4.1665360378719	4.52436194895592	2.21749308363482	1.71884114330157	1.41839064554072	1.85744402028374	1.27728593633845	5.13783965510422	0.638512378178559	0.363936335403727	2.50748116809411	2.68100818751003	2.7522150408766	1.62137474309203	1.97508808495856	2.01535508637236	3.37699855556109	2.25553631641301	2.62303664921466	3.28341760663814	2.90115032170014	0.872492940409818	2.80394498253063	3.95775059491504	4.1888461223487	2.88075202789781	3.56916084617184	0.893366918555835	4.87934362934363	4.88752644531756	0.261662004872327	2.73249058065425	1.03451062798028	3.48729554572575	0.672319127479177	1.44403051268405	7.44647454008916	1.98836391535068	2.87052254767319	4.14922067046652	4.57300038681394	5.78725599793619	13.3620021695335	3.35534213685474	26.0472819380399	17.1090371044844	5.38030143708377	13.1369889556288	3.67020125513958	4.04673213681002	4.37456807187284	p:Chlorophyta-Chlorophyta_X
