ASV_10	64	175	4156	356	10	0	6	3313	1538	2226	545	1479	13	6993	858	3245	796	229	10	4	0	0	79	24	0	0	60	2129	1002	218	66	119	1503	172	24	233	1109	147	2798	6824	3741	214	4130	1508	0	0	0	14	66	102	35	21	18	22	104	136	69	39	27	51	47	18	44	11	272	214	31	6	0	13	199	94	153	114	16	270	38	60	42	62	14	0	0	0	0	25	0	0	0	0	84	34	22	0	9	12	60	0	10	23	22	70	212	219	213	157	180	60	375	347	81	596	307	843	1657	589	1915	184	24	386	211	157	0	81	652	49	204	501	692	78	3844	1167	1206	958	809	734	2111	668	430	248
ASV_11	0	120	1272	58	140	63	44	86	342	206	0	77	216	0	0	2429	1460	856	532	652	666	325	334	44	0	135	157	450	3662	63	0	0	77	0	102	0	0	724	202	305	80	53	289	0	0	107	0	216	371	405	685	762	215	576	300	1515	647	894	1409	566	214	267	178	508	1167	1141	107	399	170	85	247	118	44	146	958	129	175	123	295	2305	5651	6240	2350	2096	1303	523	1368	1670	1239	2233	2531	1716	473	31	63	24	559	0	0	30	81	35	57	58	47	31	15	284	0	266	1250	96	174	300	715	64	83	39	62	705	0	77	110	459	1189	213	56	247	0	48	128	1299	157	492	350	341	0	516	0	1467
ASV_12	217	1122	769	121	50	0	0	0	61	80	0	72	1315	115	26	545	137	0	0	0	0	66	38	841	0	0	0	0	468	65	90	573	323	1648	55	32	38	704	2034	387	133	172	30	0	0	233	0	678	403	797	1571	315	256	963	971	1113	384	803	624	752	899	1001	721	806	6935	3126	322	414	185	0	366	691	161	1064	620	673	542	624	164	193	0	249	481	485	373	695	362	705	278	964	2745	1587	1144	955	2983	350	568	1269	555	845	292	741	216	254	89	0	42	613	229	0	742	0	145	94	96	57	221	898	266	421	62	18	112	686	207	358	62	0	0	561	75	439	19	69	29	109	56	806	174	4460
ASV_13	176	78	229	139	70	59	0	0	0	0	17	0	370	0	13	0	0	0	99	322	167	903	1936	232	323	812	494	83	6074	261	0	418	2811	4925	812	1621	775	2117	1721	2488	284	30	460	0	0	23	0	41	192	193	272	344	242	344	318	252	76	784	243	197	75	74	368	126	189	63	81	27	123	23	0	0	0	99	641	0	0	24	0	0	14	52	190	188	966	17	1346	180	95	367	86	760	198	0	70	123	64	377	482	194	181	94	101	19	8	45	30	150	303	2252	1087	357	46	117	1233	546	1234	64	187	4279	237	2391	18	140	992	134	199	956	707	172	482	672	69	2249	481	399	333	96	226	205
ASV_14	2330	892	0	0	0	0	65	75	0	123	70	22	207	90	8	183	0	0	0	107	0	0	27	66	0	211	0	0	114	0	44	0	321	0	17	0	0	115	86	371	501	2427	19	211	0	111	0	259	120	234	256	264	1046	169	113	119	121	460	426	1275	463	531	4707	1033	251	199	1717	237	84	80	1978	1483	1193	2641	727	1854	1004	1046	305	409	617	299	288	300	212	1019	155	145	206	168	113	69	175	189	63	59	1675	4	17	243	273	516	686	839	297	1488	1957	1143	4691	0	147	0	73	61	508	359	311	2465	2175	57	0	0	177	32	0	315	86	89	277	2528	0	0	0	58	194	94	216	375	442	331
ASV_15	0	0	621	309	0	0	0	0	5	0	0	0	0	9	0	42	1776	2639	2818	3370	5284	8188	6418	0	3501	3304	5714	3012	6430	929	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	33	0	0	29	0	70	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	117	147	198	134	0	114	133	60	114	163	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	29	21	0	0	0	0	0	0	0	0	36	0	76	195	0	0	174	614	22	3389	909	503	1034	321	169	86
ASV_16	0	562	411	862	3049	289	117	221	2729	893	38	79	379	946	43	702	0	0	0	0	0	0	31	229	10	0	0	0	159	0	0	1877	2411	559	10	26	129	605	523	151	211	15	0	0	0	47	0	86	234	302	660	457	0	254	64	142	13	66	188	146	73	122	3414	0	659	532	1800	7757	2759	935	2219	4899	1093	1210	0	795	337	555	191	130	209	48	43	56	63	0	98	61	75	243	70	108	64	129	1907	738	19	459	252	304	133	126	65	45	0	0	0	0	0	0	0	0	0	23	0	0	0	713	0	1115	73	0	30	292	354	181	55	166	0	0	49	388	0	7	70	151	26	132	786	1137
ASV_17	0	0	0	5	6	0	1119	3217	10117	5445	6246	5287	0	12636	3685	5807	1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	10	0	31	0	28	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	69	309	606	594	616	0	525	229	221	49	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	3	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	12	86	0	0	0	0	0	0	0	0	0	0	0	0	0	171	7	8
ASV_18	0	21	267	3061	967	325	88	0	0	0	29	42	0	335	52	202	0	600	1748	1077	2696	797	1071	15	1757	1637	1256	4097	5155	1725	1656	739	645	203	11	772	400	293	310	276	248	30	392	460	0	0	0	17	14	24	21	14	9	0	38	31	42	0	18	32	43	64	44	0	45	36	68	93	16	0	0	0	0	0	20	0	0	0	0	0	17	39	58	41	26	51	14	10	0	14	140	59	30	45	0	0	28	12	0	18	0	0	0	11	23	18	15	32	51	284	240	816	715	748	187	462	325	78	0	63	82	205	0	220	220	0	229	548	121	21	1050	656	980	531	500	396	1253	1197	125	32
ASV_19	137	259	162	200	811	53	0	0	78	180	18	211	184	165	114	90	354	141	0	49	115	254	199	392	0	0	0	0	800	108	38	430	933	88	241	159	0	96	198	389	8	16	0	0	0	17	0	58	961	311	306	278	333	472	422	245	218	974	564	538	154	354	147	478	209	163	143	713	344	0	0	34	120	115	1134	325	177	225	29	217	88	0	75	26	166	75	112	14	15	84	0	97	98	33	86	45	199	41	60	0	15	31	50	43	10	0	0	222	189	643	2151	861	88	149	1646	2574	2777	163	758	1100	428	370	15	151	3130	104	234	783	0	735	483	313	492	2823	967	749	576	1696	317	204
ASV_20	0	0	972	302	0	0	0	20	0	0	0	0	0	0	6	0	109	806	1532	1486	3451	6181	4344	0	3044	1486	5663	3275	8478	1472	105	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	155	156	17	0	0	0	0	0	0	0	0	0	0	0	0	0	53	77	111	157	206	0	149	168	113	212	365	192	54	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	87	38	57	0	370	77
ASV_21	0	133	32	0	0	0	55	0	0	0	23	2	0	91	10	0	133	103	287	229	230	617	575	20	1197	2585	1252	1613	5608	215	423	406	96	0	0	0	0	0	118	162	133	51	0	0	0	0	0	0	42	21	0	40	0	140	374	201	79	1033	564	121	91	71	103	0	938	74	84	0	56	69	81	44	51	40	0	84	24	41	19	152	2086	1431	302	787	1458	0	1821	1352	2452	2287	3714	2339	412	74	43	7	0	0	7	14	47	174	69	49	20	0	13	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	262	0	87	956	392	0	0	0	0	442
ASV_22	60	149	179	1549	137	586	325	269	666	117	710	287	74	1791	1435	3001	273	183	596	0	607	127	377	111	499	407	173	586	761	1668	181	323	80	417	48	989	198	198	452	1060	701	148	173	229	0	83	0	208	157	306	405	248	8	510	124	86	100	47	45	74	50	162	188	27	174	178	297	653	212	98	139	112	209	272	60	411	95	138	70	65	211	156	48	88	28	95	13	26	62	82	177	55	561	345	87	51	52	89	199	260	58	137	76	124	104	242	198	67	59	401	0	846	175	209	191	645	806	387	54	82	168	203	49	157	0	92	647	504	521	72	384	94	144	365	347	100	175	473	43	196
ASV_23	74	374	64	62	0	0	0	0	73	0	0	0	362	0	0	0	0	0	0	0	0	0	0	2062	0	0	0	0	0	0	0	223	138	150	2586	0	26	470	759	521	798	1219	388	97	0	202	0	303	161	225	313	428	909	250	158	217	139	168	197	153	263	412	710	1159	95	126	440	627	305	226	176	571	265	326	929	164	36	123	49	0	0	0	0	0	0	1333	0	0	0	182	0	0	51	65	313	823	811	796	864	1347	1044	1054	2151	1787	371	157	211	618	145	0	227	0	0	0	61	18	77	433	593	78	0	76	127	363	58	129	274	209	0	219	0	0	0	0	0	0	0	121	109	273
ASV_24	185	216	0	0	0	0	105	0	0	220	149	158	266	174	0	0	186	0	0	0	0	0	0	346	0	144	0	0	0	0	5	70	380	0	256	0	71	90	223	640	0	1329	0	85	0	889	0	903	259	410	456	103	554	204	69	72	77	115	143	128	66	107	158	81	57	179	65	201	110	384	167	103	1070	1087	95	4529	1176	1022	1419	294	195	129	25	75	37	442	0	53	41	80	40	32	46	33	23	213	376	96	116	670	731	946	733	386	260	239	194	391	365	45	44	0	126	0	0	646	107	1698	375	42	1428	152	1686	198	64	1247	134	192	77	544	58	128	20	0	24	0	0	0	71	96
ASV_25	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	21	0	10	0	0	0	0	0	0	310	1504	635	0	367	639	532	408	427	0	1061	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	238	167	52	160	116	44	160	213	189	214	0	211	103	110	29	71	92	50	215	184	266	0	358	163	269	210	103	98	823	648	1893	2113	0	1915	2557	6473	1966	2106	1704	1000	1135	526	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167
ASV_26	309	75	0	0	117	44	0	304	573	17	17	58	0	0	24	0	0	0	0	193	102	30	0	10	0	0	34	189	0	239	0	0	0	0	9	34	85	0	162	519	84	215	342	97	0	8	0	26	17	57	141	84	106	670	337	138	533	95	78	44	77	6	139	28	209	100	91	915	510	122	886	817	97	135	78	327	94	293	91	125	1190	778	1313	2456	633	12	941	1904	921	751	923	307	3806	159	42	18	86	48	502	1070	351	990	595	266	373	383	584	189	304	28	0	0	0	0	0	133	0	58	194	0	0	0	0	0	0	7	0	0	0	726	70	114	20	0	0	0	0	0	130	159
ASV_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	7	0	33192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	0	320	99	33	162	72	76	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	33	82	194	73	0	0	5	0	94	1695	211	259	107	0	92	314	0	165	307	80	2919	3003	5991	3776	0	165	121	563	442	2296	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	44	113	0	0	61	34	30	70	381	145	420	85	122	0	0	0	0	0	32	31	119	0	141	61	0	0	18	9	8	337	91	68	0	0	32	0	0	40	59	0	243	291	2419	441	21
ASV_29	59	181	0	0	164	0	169	0	0	0	21	0	127	0	0	0	0	0	0	0	0	0	21	270	209	176	0	0	80	0	0	0	0	25	92	0	89	56	0	19	0	48	0	0	0	114	0	59	286	328	450	192	72	145	1263	1385	593	179	229	306	232	175	486	101	197	291	292	1352	838	1195	1346	1829	1264	814	106	1386	619	659	232	316	829	299	156	138	105	126	115	120	155	489	276	166	287	311	83	101	262	100	126	558	54	97	43	54	53	30	18	398	223	0	0	0	0	79	0	116	0	134	200	55	112	0	92	49	36	178	0	0	0	60	31	0	0	0	0	0	0	0	0	248
ASV_30	0	0	529	228	0	349	683	285	27	408	399	243	0	53	96	0	90	0	0	0	53	0	32	0	0	70	1863	237	0	5449	7528	1726	318	784	0	1699	361	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	49	0	20	0	8	20	31	0	37	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	290	402	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	37	151	0	0	0	0	0	0	41	0	0	0	2456	0
ASV_31	21	104	57	2414	501	832	300	114	83	0	489	34	55	617	544	71	0	286	524	17	103	366	0	159	468	573	350	98	46	1372	298	212	0	79	61	1366	257	144	280	653	454	158	243	196	0	60	0	115	44	59	118	97	14	211	98	43	72	11	21	52	24	55	170	29	61	74	135	631	137	42	30	20	55	143	58	266	25	82	39	53	133	94	17	72	19	32	53	75	32	85	123	60	346	212	43	19	104	40	109	180	19	79	57	68	150	281	185	50	47	155	0	464	0	330	94	335	832	145	20	88	81	270	20	189	0	33	245	313	337	29	398	212	264	285	305	0	361	100	163	124
ASV_32	0	232	0	57	353	629	4560	4709	6816	685	410	604	3	811	299	0	61	155	0	0	0	0	0	99	0	0	0	0	0	0	0	0	181	0	181	0	0	0	6	0	0	0	54	0	0	19	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	70	27	224	258	474	31	40	0	20	22	40	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	40	14	2	0	0	0	0	0	0	0	0	0	0	340	0	21	637	3117	9	96	0	0	0	0	0	0	0	0	0	0	0	212	0	9	389	0
ASV_33	0	0	846	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	198	0	0	35	0	0	0	0	0	2259	377	543	0	0	0	0	0	0	0	0	54	384	481	45	700	441	0	0	0	0	7	11	0	0	37	7	0	13	16	9	40	34	23	6	8	169	62	161	0	0	0	0	11	0	0	0	187	0	4	2	0	0	0	0	0	0	0	285	0	0	0	0	122	31	57	10	0	0	6	0	0	0	6	3	16	21	22	9	23	27	24	833	2240	4975	3727	657	852	388	1070	0	18	0	0	0	0	0	175	0	102	0	0	19	264	0	169	978	631	580	391	52	251	48
ASV_34	0	0	242	307	0	0	0	0	0	0	0	0	0	3	0	0	247	304	548	708	990	2532	2196	0	1050	1656	2516	674	1648	753	154	0	0	0	0	0	0	0	12	10	0	7	0	39	0	0	0	0	0	0	0	7	0	0	22	26	17	110	52	47	19	22	0	0	72	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	47	64	128	172	0	114	83	104	171	106	59	59	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	11	33	0	0	0	0	0	0	0	0	0	24	195	180	0	415	19	114	2529	1187	228	1325	471	172	39
ASV_35	49	48	112	84	0	75	0	331	188	61	46	0	23	98	558	1414	589	709	173	79	673	108	269	50	1326	1784	793	317	136	362	1217	226	0	324	21	1046	755	87	289	496	116	52	105	91	0	9	0	21	17	77	69	41	28	57	44	54	46	46	52	42	19	8	67	50	30	27	36	49	25	20	96	91	46	48	99	134	53	90	53	120	120	59	66	97	21	137	83	125	88	158	86	61	99	275	27	9	169	71	20	122	21	35	37	64	57	44	60	59	99	254	512	147	578	304	0	206	223	50	33	100	110	50	0	75	71	31	64	831	204	29	251	178	125	377	150	0	117	69	104	14
ASV_36	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	22	0	0	31	31	0	0	0	0	0	0	0	0	14	96	802	15	39	0	0	110	22566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	38	0	16	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_37	9	211	353	127	1027	1620	113	68	74	73	312	365	7	216	120	520	784	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	388	0	65	0	251	0	132	86	236	10	23	140	0	12	0	0	220	361	0	11	0	0	0	0	0	0	0	0	0	8	51	0	0	0	18	73	50	16	0	20	11	15	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	8	0	10	476	0	117	0	618	341	115	0	471	0	128	3960	1731	18	361	4726	58	95	0	0	0	0	0	26	7	32	202	312	300	852	0
ASV_38	82	28	0	290	100	395	575	775	1217	98	341	456	14	1069	328	620	142	170	594	108	998	288	450	0	631	445	597	420	716	738	308	221	90	346	0	279	73	197	185	101	149	24	39	92	0	0	0	19	17	28	61	62	41	59	39	31	20	25	22	22	39	26	27	86	68	50	52	117	127	133	173	78	76	62	20	106	26	40	24	35	132	62	48	97	38	36	55	94	83	91	113	77	306	199	0	12	28	28	36	109	11	36	8	0	12	17	28	49	98	94	39	101	72	54	544	379	549	72	61	18	0	77	0	41	0	0	63	141	409	53	168	916	128	328	136	110	136	164	23	30
ASV_39	41	17	0	446	475	462	396	334	771	185	566	796	0	1486	839	910	362	1853	1281	85	986	241	255	12	572	352	508	163	339	715	212	0	105	80	0	665	301	416	217	95	75	25	74	207	0	0	0	9	13	26	11	12	0	14	15	13	0	0	17	0	7	0	21	16	32	44	32	106	94	38	37	31	88	52	19	99	14	48	27	52	149	49	84	53	25	14	29	46	22	33	83	23	91	51	3	0	12	24	34	113	6	27	0	9	15	15	21	14	46	33	156	79	92	37	101	240	531	37	0	0	146	41	0	18	0	0	48	140	0	30	94	536	164	431	88	0	156	83	42	12
ASV_40	0	47	0	0	0	0	0	97	65	76	180	262	0	295	50	0	0	305	48	0	37	44	0	0	0	70	46	628	778	3615	7211	651	0	0	0	161	260	452	1199	538	734	43	804	208	0	0	0	0	0	0	0	0	0	0	28	0	10	19	32	21	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	10	24	0	0	0	9	0	0	0	0	0	0	0	0	0	30	9	124	295	6	0	0	0	0	12	12	27	28	25	20	37	57	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	357	144	408	1068	625	121	47	0	0	0
ASV_41	0	363	0	0	0	43	88	36	46	13	0	0	95	2	0	0	0	0	0	47	182	115	157	169	0	351	161	102	1660	0	218	149	0	72	100	89	0	0	0	0	0	33	0	0	0	73	0	134	168	373	95	80	38	222	164	127	61	710	471	199	91	144	228	208	557	278	119	266	194	281	256	922	179	121	251	112	42	36	15	56	349	406	155	408	555	830	651	722	608	973	731	1107	268	137	76	11	314	22	16	35	39	77	27	26	5	8	0	106	12	0	75	0	141	69	134	0	0	312	88	35	0	25	40	33	22	66	0	0	0	32	0	0	0	410	138	0	0	158	39	442
ASV_42	20	8	493	1115	29	19	50	34	0	0	24	0	0	0	38	951	558	2171	2472	364	595	220	209	29	275	0	117	233	196	462	230	264	28	0	0	206	381	214	217	135	0	0	83	0	0	16	0	18	15	21	30	0	0	52	26	24	70	0	17	14	35	6	33	39	43	86	83	15	11	5	9	0	0	0	0	0	0	0	5	0	185	96	0	17	0	33	0	0	0	0	0	0	0	0	0	0	22	0	8	14	0	13	0	0	0	0	0	0	95	253	329	326	683	426	460	234	172	20	6	36	27	108	0	104	31	9	187	824	262	13	564	150	797	149	330	489	668	26	215	33
ASV_43	65	2238	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	0	3247	0	0	0	0	0	0	0	0	0	0	1741	0	0	0	0	0	0	0	0	0	0	92	0	367	614	457	1228	618	214	382	30	36	45	0	14	8	0	0	0	406	44	65	7	0	0	0	0	0	0	0	657	20	0	0	0	0	0	0	0	0	0	796	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	362	64	216	112	46	0	9	0	194	0	2746	316	309	325	69	109	940	187	318	0	0	0	331	0	0	0	0	0	0	0	0	0	0
ASV_44	18	95	28	0	0	0	70	0	0	50	110	29	21	0	16	799	168	0	0	0	0	0	79	0	0	262	0	0	0	0	0	0	0	0	13	58	67	0	61	365	0	560	156	0	0	739	0	292	149	248	59	30	38	28	0	0	232	203	115	113	0	39	102	53	0	111	0	0	35	60	450	365	317	737	0	1530	668	670	420	324	635	581	145	298	71	61	130	206	146	243	144	177	72	72	13	24	1055	19	0	80	114	103	233	83	143	210	245	234	49	0	0	26	0	113	42	390	0	159	988	0	0	9	1159	26	21	536	0	29	237	192	0	0	43	53	39	0	0	0	0	107
ASV_45	52	291	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	19	81	223	0	0	0	0	121	0	1	8	13	66	3	25	4	14	5	0	148	0	0	0	115	0	139	370	419	476	421	135	116	388	233	152	328	436	262	181	95	199	164	380	312	121	199	205	92	332	129	118	135	186	143	45	44	74	87	516	133	503	282	623	135	475	314	469	278	162	196	760	237	293	298	127	319	596	1738	340	453	200	132	176	66	83	142	37	0	0	0	54	0	118	178	0	353	143	39	0	0	86	0	30	211	0	0	206	87	0	0	0	0	62	0	49	0	0	567
