"mindex","n","predictors","rsquare","adjr","rmse","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
561,5,"Riverine_vs_Lentic DO TDS ntu Color",0.314134965556742,0.288155229403588,0.389906276057217,0.258445087392454,18.4246849184736,145.676742479062,-246.48806653679,166.167518275163,21.9382946204037,0.165847531755062,0.748216401210827,0.00121326120558728
562,5,"Fraction_size Riverine_vs_Lentic TDS ntu Color",0.3136377196751,0.287639148450672,0.390047589692418,0.25227887116071,18.5293914950982,145.776754968147,-246.396485038174,166.267530764247,21.9541996835027,0.165967769699853,0.748758851263527,0.00121414080887297
563,5,"Max_depth DO ntu Transparancy Color",0.3132703669211,0.287257880819627,0.390151955778195,0.254878288308966,18.6067460810387,145.850595154323,-246.328866842791,166.341370950424,21.9659499441839,0.166056598470055,0.749159599722436,0.00121479063766262
564,5,"Fraction_size Riverine_vs_Lentic Max_depth ntu Color",0.313038089729972,0.287016805250046,0.390217932062231,0.25047452272653,18.6556573951571,145.897263932094,-246.286129334392,166.388039728195,21.9733796354449,0.166112764912281,0.749412993021849,0.00121520152448552
565,5,"Fraction_size Riverine_vs_Lentic Max_depth T Color",0.31270667067159,0.286672832439453,0.390312049409506,0.244062410544517,18.7254453135945,145.963824829409,-246.225173792723,166.454600625509,21.9839805096409,0.166192904633726,0.749774541085539,0.00121578778835105
566,5,"Riverine_vs_Lentic Max_depth DO ntu Color",0.312503299200081,0.286461757503115,0.390369792196512,0.254549891054624,18.7682698624766,146.004653265254,-246.187782761523,166.495429061354,21.9904856134664,0.16624208144678,0.749996400872639,0.00121614754239057
567,5,"Fraction_size Max_depth distance_from_source_of_the_river TDS Color",0.312219867976976,0.286167590248832,0.390450251918219,0.245672153490597,18.8279528365856,146.061534190474,-246.135689558277,166.552309986574,21.9995515336764,0.166310617334183,0.750305598570571,0.00121664891815719
568,5,"Fraction_size T ntu Transparancy Color",0.311308975590396,0.285222194362759,0.390708721496811,0.254289245145844,19.0197622149909,146.244179743358,-245.96840828833,166.734955539458,22.0286876239285,0.166530878240371,0.751299299355932,0.00121826024158032
569,5,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS Color",0.310804913609505,0.284699039125016,0.39085167775899,0.24615056687835,19.1259040783514,146.34514680576,-245.875928651452,166.83592260186,22.044810708921,0.166652764371292,0.751849185153267,0.00121915190220729
570,5,"Riverine_vs_Lentic distance_from_source_of_the_river DO TDS Color",0.310474319301998,0.284355922305862,0.390945408729141,0.25285364545126,19.1955183264902,146.411327016284,-245.815309319581,166.902102812385,22.0553852023763,0.166732704661522,0.752209833488729,0.00121973670712945
571,5,"Fraction_size DO ntu Transparancy Color",0.309856946052768,0.283715163706282,0.391120387879574,0.254954066541298,19.3255204880226,146.534831321254,-245.70217771677,167.025607117354,22.0751326972218,0.166881990343711,0.752883331578798,0.00122082880976633
572,5,"Riverine_vs_Lentic Max_depth TDS ntu Color",0.309709863532146,0.28356250987806,0.391162063230425,0.245961521596322,19.3564921014322,146.564238594367,-245.675239317359,167.055014390468,22.0798373249676,0.166917556048018,0.753043785237659,0.00122108899144542
573,5,"T DO ntu Transparancy Color",0.305723618722327,0.279425270946658,0.392289866633453,0.251391481099942,20.1958877868141,147.358860299626,-244.947192546473,167.849636095726,22.2073426046876,0.167881461232682,0.757392415939279,0.00122814046067166
574,5,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS",0.305322370823214,0.279008824263487,0.392403209642834,0.233901648382884,20.2803797764819,147.438592545908,-244.874125821735,167.929368342008,22.2201770461367,0.167978486114179,0.757830140920131,0.00122885024829075
575,5,"Fraction_size Max_depth TDS Transparancy Color",0.304414857698267,0.278066935641383,0.392659439885369,0.235569200053918,20.471477573494,147.61875536347,-244.709014599747,168.10953115957,22.2492050462638,0.168197929888464,0.758820155238254,0.00123045559396777
576,5,"Fraction_size Riverine_vs_Lentic Max_depth DO Color",0.302692957881855,0.276279812347077,0.393145147719475,0.237549190530945,20.8340632513722,147.959948024851,-244.396289440718,168.450723820952,22.3042822751386,0.168614298736765,0.760698591401613,0.00123350154928295
577,5,"Fraction_size distance_from_source_of_the_river DO TDS Color",0.301746223949205,0.275297217280614,0.393411943821985,0.241592039274383,21.03341989307,148.147183580689,-244.224655227221,168.63795937679,22.3345648043515,0.168843226409228,0.761731392055413,0.00123517627462221
578,5,"Fraction_size Max_depth T ntu Transparancy",0.301524146202145,0.275066727497681,0.393474500656948,0.240580034333818,21.0801834792508,148.191067133666,-244.184426134815,168.681842929766,22.3416682529878,0.168896926546074,0.761973658688569,0.00123556911913477
579,5,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO TDS",0.300893576699069,0.274412272786155,0.393652070895379,0.236473280570219,21.2129644160642,148.315594467412,-244.070264590492,168.806370263513,22.3618378473576,0.169049403185695,0.762661552691925,0.00123668456528975
580,5,"Riverine_vs_Lentic Max_depth DO TDS Color",0.30051945962765,0.274023984613546,0.393757385521055,0.234257317157476,21.2917433848829,148.389423494034,-244.002578107669,168.880199290135,22.3738044736224,0.169139867620775,0.7630696804062,0.00123734635982119
581,5,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river TDS Color",0.299897870235567,0.273378850168732,0.393932301797343,0.235366763083902,21.4226333524306,148.512001950567,-243.89019309031,169.002777746667,22.3936868273387,0.169290172799294,0.763747777924836,0.00123844592060553
582,5,"Max_depth T TDS Transparancy Color",0.299208979753623,0.272663865350351,0.394126066018983,0.231711623763396,21.5676951150247,148.647725212787,-243.76574903606,169.138501008888,22.415721894874,0.169456751907927,0.764499294814229,0.00123966453367758
583,5,"Max_depth DO TDS Transparancy Color",0.298966406105231,0.272412103306186,0.394194272034203,0.23400486074505,21.6187745854442,148.695484630727,-243.721956805706,169.186260426827,22.4234809318541,0.169515408114082,0.764763920612476,0.00124009363442236
584,5,"Fraction_size Max_depth T TDS Transparancy",0.296930129724721,0.270298695244597,0.394766360483114,0.222778121103604,22.0475594919392,149.095749062349,-243.354903268831,169.586524858449,22.4886139083448,0.170007795675365,0.766985313027577,0.00124369570627652
585,5,"Fraction_size Riverine_vs_Lentic Max_depth DO Transparancy",0.296086914653702,0.269423540208766,0.395003017757283,0.231632277875591,22.2251178523087,149.261157880227,-243.203199251415,169.751933676327,22.5155852507043,0.170211691677121,0.767905184014143,0.00124518731188733
586,5,"Max_depth T DO ntu Transparancy",0.296034879548493,0.269369534076845,0.395017617318065,0.235804068183423,22.2360750425678,149.271358825866,-243.193843121562,169.762134621967,22.5172496619388,0.170224274172699,0.767961949583462,0.00124527935940588
587,5,"Fraction_size Riverine_vs_Lentic DO TDS Color",0.29593194950368,0.269262705166698,0.395046494952579,0.230906391066414,22.2577493349494,149.291534978677,-243.175337777134,169.782310774777,22.5205420147123,0.170249163462893,0.768074236905076,0.00124546143754661
588,5,"Fraction_size Max_depth DO TDS Transparancy",0.295030006231854,0.268326597377,0.395299450251982,0.222996935799522,22.4476742710609,149.468206132474,-243.013289677657,169.958981928574,22.5493918557663,0.170467260403112,0.769058175019795,0.00124705693042989
589,5,"Fraction_size T TDS Transparancy Color",0.294922551945636,0.268215072852668,0.395329575648917,0.229354249425398,22.4703012467059,149.489239029789,-242.993996802096,169.980014825889,22.5528289223478,0.170493243690276,0.769175397877487,0.00124724701172912
590,5,"Fraction_size Riverine_vs_Lentic Max_depth TDS Color",0.294839745735306,0.268129130043462,0.395352789256865,0.222918060627676,22.487738002096,149.505445172937,-242.979131244048,169.996220969038,22.5554775878248,0.170513266879836,0.76926573192512,0.00124739349180542
591,5,"Fraction_size DO TDS Transparancy Color",0.294838446961518,0.268127782073697,0.395353153339781,0.232550479813852,22.48801148884,149.505699342988,-242.978898098272,169.996475139089,22.5555191308115,0.1705135809335,0.769267148769253,0.00124739578927179
592,5,"Fraction_size Max_depth T Transparancy Color",0.291465040431383,0.264626594993178,0.396297685595273,0.226026688858634,23.1983599550105,150.164300366053,-242.374684144949,170.655076162154,22.6634219726477,0.171329297027095,0.772947228620309,0.00125336317799719
593,5,"Max_depth T DO TDS Transparancy",0.291440017926611,0.264600624666255,0.396304683325622,0.220268284713204,23.2036290198938,150.169173865432,-242.370212422176,170.659949661533,22.6642223503522,0.171335347664533,0.772974525898243,0.00125340744156624
594,5,"Fraction_size T DO ntu Transparancy",0.290491879794386,0.26361657221084,0.39656974625298,0.233178451541993,23.403281348164,150.353710957176,-242.200881469854,170.844486753276,22.6945497947341,0.17156461488344,0.774008858406124,0.00125508465086486
595,5,"T DO TDS Transparancy Color",0.289379043051508,0.262461582561035,0.396880626749155,0.227419666068768,23.6376147634639,150.569989187685,-242.002406795701,171.060764983786,22.7301453406559,0.171833707515057,0.775222862125628,0.00125705320383152
596,5,"Fraction_size Max_depth DO Transparancy Color",0.287843712609329,0.260868095662713,0.397309135174551,0.223476159049324,23.9609139611514,150.867823137596,-241.729057926778,171.358598933696,22.779254902871,0.172204962428891,0.77689776806255,0.00125976912718336
597,5,"Riverine_vs_Lentic T DO TDS ntu",0.287281735417524,0.260284831456067,0.39746586667081,0.219654904779071,24.0792512065013,150.976678834938,-241.629142071822,171.467454631038,22.7972304820078,0.172340852910958,0.777510834089974,0.00126076323694403
598,5,"Riverine_vs_Lentic Max_depth T DO TDS",0.287185855155981,0.260185319366434,0.397492600831802,0.210438191228199,24.0994410045926,150.995242392,-241.612102564906,171.4860181881,22.8002973381973,0.172364037508397,0.77761543073893,0.00126093284436804
599,5,"Max_depth T DO Transparancy Color",0.285917095466859,0.25886850059818,0.397846198173414,0.223629089389471,24.3666075885945,151.24065446755,-241.386825066805,171.731430263651,22.8408802844981,0.172670833528407,0.778999532217971,0.00126317721728796
600,5,"Fraction_size T DO TDS Transparancy",0.285555167721791,0.258492863468828,0.397947008132472,0.215914358610095,24.4428198139156,151.310581048045,-241.322630939118,171.801356844145,22.8524570191381,0.172758350489002,0.779394362485319,0.00126381744950606
601,5,"Fraction_size Riverine_vs_Lentic T DO TDS",0.284993883906467,0.257910318902924,0.398103295471092,0.21263111846349,24.5610110528723,151.418954365203,-241.223137836947,171.909730161304,22.8704104197167,0.172894073307211,0.780006672102036,0.00126481033271815
602,5,"Fraction_size Riverine_vs_Lentic T TDS ntu",0.283910386972974,0.25678578041892,0.398404817655872,0.210512675540221,24.7891662953346,151.627916774005,-241.031284180569,172.118692570106,22.9050674932714,0.173156071343355,0.781188668756755,0.00126672698501818
603,5,"Fraction_size T DO Transparancy Color",0.283693724351658,0.25656091088013,0.3984650844872,0.224377293187877,24.8347896020287,151.669664229727,-240.992952606129,172.160440025828,22.9119977319932,0.173208462060427,0.781425027980009,0.00126711025044205
604,5,"Riverine_vs_Lentic Max_depth DO TDS ntu",0.282956980075676,0.255796259623997,0.398669948965693,0.213032921695966,24.9899280834803,151.81152876945,-240.862690346695,172.302304565551,22.9355634660294,0.173386612590881,0.782228749008353,0.00126841351450072
605,5,"Fraction_size Riverine_vs_Lentic DO TDS ntu",0.282699029261732,0.255528537945888,0.398741651770062,0.214966606706517,25.0442455703873,151.861164300313,-240.81711223709,172.351940096414,22.9438143618612,0.173448987115982,0.782510149896292,0.00126886981668817
606,5,"Riverine_vs_Lentic Max_depth T TDS ntu",0.282663335987554,0.25549149265375,0.398751572443973,0.205862761776131,25.0517616116169,151.868031082165,-240.810806694561,172.358806878266,22.9449560581507,0.173457618028954,0.782549088013577,0.00126893295631868
607,5,"Fraction_size Riverine_vs_Lentic Max_depth T TDS",0.281154850715936,0.25392586778851,0.399170619041899,0.198095821978464,25.3694079401462,152.157926194482,-240.544587504913,172.648701990582,22.9932069423004,0.173822381570501,0.784194708309887,0.00127160139189616
608,5,"Fraction_size Riverine_vs_Lentic Max_depth TDS ntu",0.280274063320307,0.253011717233955,0.399415092290963,0.204530036729097,25.554878019106,152.326911484081,-240.389387192952,172.817687280181,23.0213800848472,0.174035362854326,0.785155567286938,0.00127315946108444
609,5,"Fraction_size Riverine_vs_Lentic Max_depth DO TDS",0.275664152165694,0.248227188232577,0.40069219585718,0.19814689782387,26.5256010222805,153.207995530785,-239.579984872099,173.698771326886,23.1688341523459,0.175150075440925,0.790184561273788,0.00128131416512127
610,5,"Fraction_size Max_depth DO ntu Transparancy",0.273728773195488,0.246218499452893,0.401227150689853,0.210279195154346,26.9331396544208,153.576230955845,-239.241611942228,174.067006751945,23.2307397925496,0.175618065218943,0.79229588378674,0.00128473775446428
611,5,"Fraction_size Max_depth T TDS Color",0.259841793005955,0.231805497286483,0.405044905178658,0.176534353912768,29.8573632809692,156.190009038097,-236.838181457899,176.680784834197,23.6749331068115,0.178976045684933,0.807445316720777,0.0013093031331913
612,5,"Max_depth T DO TDS Color",0.258243591132879,0.230146757463669,0.405481970152961,0.179237283970787,30.193901506952,156.487667137466,-236.564297994016,176.978442933567,23.7260536943814,0.179362503402683,0.809188809673223,0.00131213027298401
613,5,"Max_depth T TDS ntu Color",0.254706433631495,0.226475616723598,0.406447615872987,0.177014176835928,30.9387315128422,157.144173191628,-235.960098821878,177.634948987728,23.8391943262655,0.180217815762366,0.813047526947459,0.00131838732905039
614,5,"Fraction_size Max_depth DO TDS Color",0.251913235532523,0.223576615666331,0.40720854220056,0.172173003667235,31.5269037261792,157.660400410096,-235.484876505402,178.151176206197,23.9285384388111,0.18089323291757,0.816094652146339,0.00132332835785754
615,5,"Fraction_size Max_depth TDS ntu Color",0.251508853117582,0.223156915735672,0.407318586739822,0.174983929078895,31.6120557603718,157.734976914529,-235.416214639125,178.22575271063,23.941473141869,0.180991015749519,0.816535796599001,0.00132404369027956
616,5,"Max_depth DO TDS ntu Color",0.24940709895024,0.220975549668053,0.407890058703706,0.176701558583107,32.0546285234531,158.121936225498,-235.059908019258,178.612712021599,24.0087005114348,0.181499236351977,0.81882861932701,0.00132776158908889
617,5,"Fraction_size Max_depth T DO Transparancy",0.246246584965336,0.217695319244326,0.40874790590558,0.180160985428141,32.7201475593095,158.701791498131,-234.52586970348,179.192567294231,24.1097937053881,0.182263473362396,0.822276452765088,0.00133335238146791
618,5,"Fraction_size Max_depth T DO Color",0.243401626496797,0.214742597197433,0.409518566162294,0.170043942598506,33.3192191109864,159.22167664803,-234.046944957847,179.71245244413,24.2007934413876,0.182951406579951,0.825380043821676,0.00133838497179989
619,5,"Fraction_size Max_depth T ntu Color",0.242245599951847,0.213542781768204,0.40983130383936,0.171271562621426,33.5626471341796,159.432369555229,-233.852820241459,179.923145351329,24.2377704698969,0.18323094284364,0.826641163688895,0.00134042992538286
620,5,"Fraction_size Max_depth DO ntu Color",0.241248899951834,0.212508327980312,0.410100747756324,0.17362292298163,33.7725252825487,159.613766351742,-233.685673220588,180.104542147843,24.2696512294492,0.183471952702142,0.827728472779818,0.00134219303821541
621,5,"Max_depth T DO ntu Color",0.238296500847805,0.209444095576889,0.410897850745381,0.170311809684902,34.3942209353954,160.149700260784,-233.191760811552,180.640476056885,24.3640875953937,0.184185865906008,0.830949271802394,0.00134741568569916
622,5,"Fraction_size T DO TDS Color",0.237079122670661,0.208180604590005,0.411226074503465,0.15718615765015,34.6505679582515,160.370080082517,-232.988626195849,180.860855878617,24.4030270364986,0.184480237474396,0.832277320722915,0.00134956916727452
623,5,"Fraction_size T TDS ntu Color",0.23615141701749,0.207217758571182,0.411476022343139,0.157620938347925,34.8459177573052,160.537785029755,-232.834031130941,181.028560825856,24.4327009211818,0.184704563959998,0.833289363253648,0.00135121023253179
624,5,"Fraction_size Max_depth T DO TDS",0.235358570054476,0.206394879526236,0.411689515508002,0.148009192145551,35.0128699520833,160.680949708338,-232.702048805828,181.171725504439,24.4580611734034,0.184896280559142,0.834154287213299,0.00135261273945937
625,5,"T DO TDS ntu Color",0.233722642425194,0.2046969849413,0.4121296789502,0.159097100664942,35.3573522052138,160.975881223467,-232.430127315722,181.466657019567,24.5103884688719,0.185291860659921,0.835938935536152,0.00135550661424243
626,5,"Fraction_size Max_depth T TDS ntu",0.230097979153036,0.200935023817924,0.413103261767579,0.143878095844674,36.1206085672207,161.627113061184,-231.829576730802,182.117888857285,24.6263280878509,0.18616833259965,0.839893113651233,0.00136191846367428
627,5,"Max_depth T DO TDS ntu",0.229872647947988,0.200701157339958,0.413163709878727,0.147971885593735,36.1680572439385,161.667496325381,-231.792330501835,182.158272121482,24.6335356026173,0.186222819448094,0.840138929511285,0.00136231706339254
628,5,"Fraction_size Max_depth DO TDS ntu",0.229448210394313,0.200260642606219,0.413277546920608,0.148620152259092,36.25743234965,161.74353082511,-231.722200663276,182.23430662121,24.6471117956479,0.186325451769507,0.840601952297113,0.00136306787235963
629,5,"Fraction_size DO TDS ntu Color",0.225547114422392,0.196211777847483,0.414322382560599,0.150354252523129,37.0788979854346,162.440425011724,-231.079315081169,182.931200807825,24.771893477869,0.187268767298936,0.84485769335739,0.00136996871751766
630,5,"Fraction_size T DO ntu Color",0.223019916668556,0.193588852906001,0.414997841197554,0.157381252206975,37.6110576976159,162.890014011683,-230.66446305986,183.380789807784,24.8527292197474,0.187879863489415,0.847614636361576,0.0013744392049162
631,5,"Fraction_size T DO TDS ntu",0.198799610034617,0.168451110414716,0.421416436413152,0.116447714231183,42.7112012806385,167.126113521167,-226.751604394373,187.616889317267,25.6274475623484,0.193736523140902,0.874036789053145,0.00141728372526741
632,5,"Fraction_size Riverine_vs_Lentic T DO ntu",0.181293737648415,0.150282136801764,0.425995440176059,0.117809503351177,46.3974660362876,170.108883467824,-223.992061875538,190.599659263925,26.1873959001543,0.197969580055412,0.893134104383547,0.00144825074468018
633,5,"Fraction_size Riverine_vs_Lentic Max_depth T ntu",0.181074983966052,0.150055096995069,0.426052348160945,0.107109054714195,46.443529664062,170.145751362013,-223.957930631901,190.636527158113,26.1943930242122,0.198022476407406,0.893372744764307,0.00144863770908726
634,5,"Riverine_vs_Lentic Max_depth T DO ntu",0.178828091238098,0.147723094694087,0.426636429834558,0.110612895447709,46.916664694985,170.523864857324,-223.607852321549,191.014640653424,26.2662628414078,0.19856579264943,0.895823900467529,0.0014526123508069
635,5,"Fraction_size Riverine_vs_Lentic Max_depth DO ntu",0.170350833488203,0.13892472869609,0.428832937451884,0.100510396326317,48.7017466251276,171.941186056173,-222.295105992048,192.431961852274,26.537419072956,0.200615659902122,0.905071818012869,0.00146760819902952
636,5,"Fraction_size Riverine_vs_Lentic Max_depth T DO",0.166649209675625,0.135082891860307,0.429788529059115,0.0907984157303887,49.4812088020446,172.555527539064,-221.72584199757,193.046303335164,26.6558203759764,0.201510741502688,0.909109953081137,0.00147415618783773
637,5,"Fraction_size Max_depth T DO ntu",0.0849780232790866,0.050318099918446,0.450356729654621,0.00589294849733668,66.6789587526782,185.457618519718,-209.735874532143,205.948394315818,29.268180620612,0.22125947339477,0.998205792786451,0.00161862846312968
638,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T Transparancy Color",0.390890641871791,0.362992503331568,0.367441774896969,0.328696962277746,4.26200886588282,131.298482408552,-259.277164204045,154.71651188981,19.633033914516,0.149442377108535,0.674205014722063,0.00109406090403065
639,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river ntu Transparancy Color",0.389854373642473,0.361908772435258,0.367754203544816,0.327685743585223,4.48021901656048,131.533060166116,-259.067620960132,154.951089647374,19.666435288209,0.14969662108861,0.675352029174362,0.0010959222127442
640,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO Transparancy Color",0.38965340020408,0.361698594106557,0.367814765104586,0.330040435867785,4.5225386043208,131.578507952107,-259.027020058262,154.996537433365,19.6729131370209,0.149745929062569,0.675574480690141,0.00109628319419812
641,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river TDS ntu Transparancy",0.388783095302542,0.360788427911818,0.368076908746595,0.322311269722602,4.70580135263933,131.775144633362,-258.851341522477,155.19317411462,19.7009651204946,0.149959454649657,0.676537795275813,0.00109784640539272
642,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T TDS Transparancy",0.388242630366616,0.36022320885669,0.368239607703828,0.321280618226014,4.81960869688436,131.897116399373,-258.742359576442,155.315145880631,19.7183855824774,0.150092055411229,0.677136019823211,0.00109881716958884
643,6,"Riverine_vs_Lentic distance_from_source_of_the_river T DO Transparancy Color",0.388038825632044,0.360010069554122,0.36830094143653,0.328968224915226,4.86252447928666,131.943082939259,-258.701286360365,155.361112420517,19.7249546906554,0.150142058031603,0.67736160521644,0.00109918323651784
644,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river TDS Transparancy Color",0.387662579895963,0.359616591188908,0.368414143361762,0.322786306810935,4.94175168749319,132.027901975152,-258.625493711333,155.445931456409,19.7370819797835,0.150234368314521,0.677778060420499,0.00109985903593655
645,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO TDS Transparancy",0.387612666412581,0.359564391591783,0.36842915833382,0.322798375375009,4.95226212139573,132.039150315956,-258.61544212509,155.457179797214,19.7386908092966,0.150246614374291,0.67783330816928,0.00109994868878792
646,6,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river Transparancy Color",0.387425001991717,0.359368131853933,0.368485606062754,0.320863689985586,4.99177918888364,132.081433559471,-258.577656959408,155.499463040729,19.7447396770248,0.150292657037696,0.678041028329779,0.0011002857650505
647,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO ntu Transparancy",0.387243890300813,0.359178724971079,0.368540074592588,0.326355072628273,5.02991642810761,132.122228106136,-258.541201224715,155.540257587394,19.7505773347827,0.150337092016817,0.678241495468566,0.00110061107152895
648,6,"Riverine_vs_Lentic distance_from_source_of_the_river T ntu Transparancy Color",0.386966068954509,0.35888817898296,0.368623612475835,0.324872482373433,5.08841811340795,132.184782614122,-258.485298152575,155.60281209538,19.7595321732552,0.150405254296462,0.678549007645772,0.0011011100845046
649,6,"Riverine_vs_Lentic distance_from_source_of_the_river DO ntu Transparancy Color",0.386458038557972,0.358356880018642,0.368776322797261,0.327538723890046,5.19539561811266,132.299097919291,-258.383132659768,155.717127400549,19.7759071933919,0.150529897382451,0.67911133136713,0.00110202259091662
650,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T ntu Transparancy",0.386103478852596,0.357986080937447,0.368882863464233,0.323194423425618,5.27005633292117,132.378823691941,-258.311876306493,155.796853173199,19.7873354905072,0.150616887090442,0.679503782949417,0.00110265943864621
651,6,"Riverine_vs_Lentic distance_from_source_of_the_river T TDS Transparancy Color",0.386078869358435,0.357960344290882,0.368890257161204,0.323455114989389,5.27523842890469,132.384355637487,-258.306931904916,155.802385118745,19.7881287126553,0.15062292492463,0.679531022465855,0.00110270364135804
652,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T DO Transparancy",0.386061699588356,0.35794238811912,0.368895415573498,0.324911913886631,5.27885391957588,132.388215082976,-258.303482358755,155.806244564233,19.7886821349164,0.150627137454319,0.679550027173194,0.00110273448109793
653,6,"Riverine_vs_Lentic distance_from_source_of_the_river T DO TDS Transparancy",0.385808325092657,0.357677408684687,0.368971529938817,0.323198788705824,5.33220775724081,132.445156419162,-258.252587661354,155.86318590042,19.796848993627,0.150689301803677,0.679830479859273,0.00110318958349642
654,6,"Riverine_vs_Lentic distance_from_source_of_the_river T TDS ntu Transparancy",0.385728411233511,0.357593834648786,0.368995533015559,0.321420769903077,5.34903546145108,132.463110741288,-258.236539564251,155.881140222545,19.7994248061407,0.150708908327391,0.679918934130847,0.00110333312197241
655,6,"Riverine_vs_Lentic distance_from_source_of_the_river DO TDS ntu Transparancy",0.385713318954058,0.357578051119893,0.369000065985663,0.324074799470809,5.35221348860685,132.466501275731,-258.233508986428,155.884530756988,19.7999112659699,0.150712611153637,0.679935639325661,0.00110336023019638
656,6,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river ntu Transparancy",0.385331890119709,0.357179152262596,0.36911460975458,0.318367246349763,5.43253211756925,132.552162979837,-258.156939548145,155.970192461095,19.8122056186027,0.150806193087557,0.680357831546887,0.00110404533931474
657,6,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T Transparancy Color",0.385311034680053,0.357157341611964,0.369120871655962,0.318269073524566,5.43692371088557,132.556845184432,-258.152754207848,155.974874665689,19.8128778387034,0.150811309880521,0.680380915812155,0.0011040827991253
658,6,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS Transparancy",0.385239443368313,0.357082471308846,0.36914236633009,0.313312397139168,5.4519989109931,132.57291676908,-258.138388012706,155.990946250337,19.8151853958483,0.150828874502808,0.680460158103776,0.00110421138893302
659,6,"Riverine_vs_Lentic distance_from_source_of_the_river TDS ntu Transparancy Color",0.384929646383063,0.3567584851487,0.369235365781114,0.322552044237987,5.51723380377291,132.642441749323,-258.0762388961,156.06047123058,19.8251708847213,0.150904881868774,0.680803063163785,0.00110476783543187
660,6,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO Transparancy",0.384457205189684,0.356264405427379,0.369377145100387,0.318867768488164,5.61671718179898,132.748400129457,-257.981516648257,156.166429610714,19.8403987807444,0.15102079329591,0.681325994255694,0.00110561641776316
661,6,"Riverine_vs_Lentic distance_from_source_of_the_river DO TDS Transparancy Color",0.384452865524826,0.356259866999246,0.369378447178978,0.324713181789283,5.61763099821795,132.749373045791,-257.980646875201,156.167402527048,19.8405386583972,0.151021858014131,0.681330797701528,0.00110562421251725
662,6,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river ntu Transparancy Color",0.384349383123827,0.356151644946292,0.369409494811301,0.318661563013552,5.63942160192039,132.772570897404,-257.95990818453,156.190600378662,19.8438741407063,0.151047246978835,0.68144533929042,0.00110581008398298
663,6,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO Transparancy Color",0.384076122824048,0.355865868907592,0.369491468050467,0.320528165369512,5.69696285379126,132.833809453692,-257.905160042707,156.25183893495,19.8526819658718,0.151114290225213,0.681747802981016,0.00110630090456655
664,6,"Fraction_size distance_from_source_of_the_river T DO Transparancy Color",0.383887243419581,0.355668338538035,0.36954811789101,0.322066181603873,5.73673576406921,132.876122088408,-257.867330783087,156.294151569666,19.8587699953926,0.15116063097965,0.681956867970693,0.00110664016314015
665,6,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T Transparancy",0.383699618125669,0.355472119719211,0.369604382994692,0.31564284431502,5.77624459247593,132.918140937367,-257.829763241002,156.336170418625,19.8648176019667,0.151206664043424,0.682164544822733,0.00110697716912427
666,6,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS ntu Transparancy",0.383578158278087,0.355345096825175,0.36964080182692,0.315033297427452,5.80182076174586,132.945335156308,-257.805449368756,156.363364637565,19.8687325398592,0.151236463697794,0.682298985112041,0.00110719533105017
667,6,"Fraction_size distance_from_source_of_the_river T DO TDS Transparancy",0.383276912347712,0.355030053371271,0.369731112697241,0.315659831450364,5.86525503291074,133.012759411525,-257.7451648388,156.430788892782,19.8784424080278,0.151310373099002,0.682632425263983,0.00110773641844363
668,6,"Riverine_vs_Lentic distance_from_source_of_the_river T DO ntu Transparancy",0.382792844489345,0.354523814465956,0.369876185782518,0.322318005391226,5.96718667312129,133.121033551415,-257.648351080503,156.539063032673,19.8940450589368,0.15142913707869,0.683168225565229,0.00110860588418351
669,6,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T TDS Transparancy",0.382716362760581,0.354443829757249,0.369899101827449,0.312576303656658,5.98329166320548,133.138132874707,-257.633061083602,156.556162355964,19.8965102457782,0.151447901543887,0.683252880913861,0.00110874325798708
