"mindex","n","predictors","rsquare","adjr","rmse","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
1,1,"distance_from_source_of_the_river",0.268574774634804,0.263196647977707,0.402648292182715,0.245128316797051,20.0184327963889,146.552092239159,-245.512589713901,155.333853294631,22.702394330552,0.166894048585824,0.752937731993584,0.00121859146586475
2,1,"Color",0.192948302359049,0.187014098699924,0.422952476281601,0.169587484748896,35.9433289223267,160.130289456542,-232.319265463895,168.912050512014,25.0497320157891,0.184150232404289,0.83078851227745,0.00134458899850751
3,1,"Transparancy",0.15916891228745,0.152986330760152,0.431713146982768,0.136323474701702,43.0563577586619,165.788712442616,-226.817988714706,174.570473498087,26.0981960378879,0.191857895432994,0.865561413821743,0.00140086717300281
4,1,"TDS",0.155465739249391,0.149255928508578,0.432662774157761,0.116023851350637,43.8361461606969,166.395155077902,-226.228255472002,175.176916133373,26.2131372398984,0.192702872499004,0.869373503713862,0.00140703684681813
5,1,"Riverine_vs_Lentic",0.14098988296113,0.13467363210055,0.436355077331816,0.115371302875692,46.8843712171825,168.740519575641,-223.947257771335,177.522280631113,26.6624471438116,0.196005922734233,0.88427512048119,0.00143115435647218
6,1,"Max_depth",0.0450984871270325,0.0380771524735548,0.460066048694093,0.0118069452328197,67.0765138899372,183.344715634432,-209.733903850205,192.126476689903,29.6387791127368,0.217886085901025,0.982986851486878,0.00159091427800749
7,1,"T",0.0102717704577544,0.00299435700523787,0.468380572502885,-0.0160826198803898,74.4100814711864,188.288176825981,-204.918511113303,197.069937881453,30.7197506565738,0.225832724248076,1.01883788335231,0.00164893735165262
8,1,"Fraction_size",0.00558949077993,-0.00172235119962938,0.469487189997127,-0.0238729313141766,75.3960433342502,188.939498008699,-204.283894035819,197.721259064171,30.8650819302646,0.226901110441146,1.02365787713831,0.00165673826671313
9,1,"ntu",0.00534665720798972,-0.00196697031253978,0.469544510535788,-0.0166533049794599,75.4471775375611,188.973193290086,-204.25106183241,197.754954345557,30.8726191375083,0.226956519355889,1.02390785287413,0.00165714283974141
10,1,"DO",0.000946430991236363,-0.00639955113382795,0.47058196849746,-0.0252543783918833,76.3737465460549,189.582342207896,-203.657497272315,198.364103263367,31.0091958746129,0.227960547577149,1.02843749750902,0.0016644738394522
11,2,"distance_from_source_of_the_river Transparancy",0.368413450099817,0.359056612323518,0.374159977427679,0.342570888970807,0.995099454404595,128.29921121816,-263.104863007313,140.008225958788,19.7498395473799,0.146217719317956,0.65965706322908,0.00106796047771133
12,2,"distance_from_source_of_the_river ntu",0.32558563834203,0.315594314465615,0.386637789615004,0.298025487780926,10.0134819469412,137.35335189469,-254.444848313961,149.062366635318,21.0890739096622,0.156132726152082,0.704388333287213,0.00114037875563604
13,2,"distance_from_source_of_the_river T",0.323239858135327,0.313213781959554,0.38730961692916,0.292968900836467,10.5074400148227,137.832517232574,-253.986295822905,149.541531973202,21.1624269326218,0.156675794448738,0.706838370391992,0.00114434527542743
14,2,"Max_depth distance_from_source_of_the_river",0.295543089137157,0.285106690457708,0.395155572988131,0.25780359650456,16.3396328442288,143.367732040732,-248.68723455997,155.076746781361,22.0285105181275,0.163087834724182,0.735766106901191,0.0011911782148797
15,2,"distance_from_source_of_the_river DO",0.286460585907533,0.275889631624682,0.397694768442825,0.256090082737162,18.252163154619,145.135582301813,-246.994015742646,156.844597042442,22.3125222367146,0.165190512351094,0.745252276941021,0.00120653597461898
16,2,"Riverine_vs_Lentic Transparancy",0.285957106301665,0.27537869306169,0.397835052141632,0.255501520627244,18.3581823855006,145.232921962177,-246.90077383848,156.941936702805,22.3282661461326,0.16530707221087,0.74577813341826,0.00120738731687838
17,2,"distance_from_source_of_the_river Color",0.278540195827124,0.26785190243197,0.39989591160134,0.247883596197053,19.9199837670563,146.658962825861,-245.534625831231,158.367977566489,22.5601944413641,0.167024150787265,0.753524684358337,0.00121992869739825
18,2,"TDS Transparancy",0.278413079980857,0.267722903387981,0.3999311393909,0.242268541333462,19.9467509371602,146.683275256686,-245.511332222519,158.392289997315,22.5641693796652,0.167053579199149,0.753657449797772,0.00122014363975243
19,2,"Riverine_vs_Lentic Color",0.276142867079663,0.265419057703065,0.400559764862478,0.243683758460928,20.4247965678417,147.116760921294,-245.095998987712,158.825775661923,22.635159397651,0.167579153014536,0.75602856105013,0.00122398238149709
20,2,"Transparancy Color",0.275481108591027,0.264747495384968,0.400742821198353,0.247208958638957,20.5641450641401,147.24286446934,-244.975171469964,158.951879209969,22.6558527198437,0.167732355797216,0.75671973102715,0.00122510136022101
21,2,"Fraction_size distance_from_source_of_the_river",0.274164265414734,0.263411143420879,0.40110683922968,0.239690152779298,20.8414367341805,147.493457538107,-244.73505673401,159.202472278736,22.6970306731186,0.168037216320239,0.758095100566833,0.00122732803282486
22,2,"Riverine_vs_Lentic distance_from_source_of_the_river",0.273254832477097,0.262488237402684,0.401358043161179,0.240217164610549,21.0329387919861,147.666255847116,-244.569479022625,159.375270587745,22.7254688255781,0.168247757868401,0.759044952746143,0.00122886580850213
23,2,"distance_from_source_of_the_river TDS",0.269007192548983,0.258177669475635,0.402529251937734,0.235606771058797,21.9273772419107,148.470482641142,-243.798805919244,160.179497381771,22.8582933878626,0.169231123050688,0.763481376671062,0.0012360482153591
24,2,"ntu Transparancy",0.259869808604209,0.248904916879827,0.405037239464347,0.233809106765094,23.8514639512943,150.184785525484,-242.155738294197,161.893800266113,23.1440212375463,0.17134650603525,0.773024866568938,0.00125149877383638
25,2,"Riverine_vs_Lentic TDS",0.233308674391459,0.221950284382444,0.412240986869782,0.188584624723501,29.4445227122903,155.050413196195,-237.490101286284,166.759427936824,23.974593292922,0.177495637088944,0.800766495635587,0.00129641144904595
26,2,"T Transparancy",0.230616974026774,0.219218706975319,0.412964000788042,0.202044313806294,30.0113222392265,155.534055189365,-237.026157089428,167.243069929994,24.0587633093996,0.178118788877837,0.803577827127591,0.00130096289113695
27,2,"Max_depth Color",0.229971752847606,0.218563926963867,0.413137124752718,0.191618269813483,30.1471884240069,155.649736462452,-236.915182354942,167.35875120308,24.0789395065703,0.178268163131118,0.804251724803612,0.00130205390664202
28,2,"Max_depth TDS",0.213879924184289,0.202233700838871,0.417431614863399,0.161954809741467,33.5356936950888,158.503900788167,-234.176531952864,170.212915528795,24.5821342534734,0.181993559891353,0.821058745851965,0.00132926385439857
29,2,"T Color",0.211341187693159,0.199657353436762,0.41810510908058,0.177345008556885,34.0702831542526,158.948846985919,-233.749487272412,170.657861726548,24.6615210585927,0.182581299227697,0.823710315076034,0.00133355664726485
30,2,"ntu Color",0.209515648360524,0.197804769076976,0.418588731484334,0.180050801626606,34.4546925200633,159.26791183815,-233.443241531302,170.976926578779,24.7186060438773,0.183003927286805,0.825616989490119,0.00133664348288235
31,2,"Fraction_size Color",0.198537793138979,0.186664278963261,0.421485286186725,0.162648059871229,36.7663328601183,161.171201903451,-231.616109026945,172.88021664408,25.0618858037679,0.18554539520399,0.837082749388177,0.00135520612565633
32,2,"DO Color",0.198528872785678,0.186655226456577,0.421487631766573,0.163697935963834,36.7682112460254,161.172737848496,-231.61463432433,172.881752589124,25.0621647450253,0.185547460342514,0.837092066201625,0.00135522120923398
33,2,"TDS Color",0.197295940765368,0.185404028776707,0.421811702015774,0.15221585554318,37.0278334889113,161.384865119559,-231.410961794758,173.093879860188,25.1007187794293,0.185832894711109,0.838379795200615,0.00135730599503191
34,2,"T TDS",0.18196659844788,0.169847585091553,0.425820350181433,0.130803285051164,40.2557796926535,163.995420346468,-228.903904683277,175.704435087097,25.5800704236103,0.189381769323245,0.854390441621103,0.0013832266416115
35,2,"TDS ntu",0.177992638276838,0.165814751436495,0.426853402707479,0.132737368837968,41.0925885643103,164.664193451604,-228.26148074656,176.373208192233,25.7043369643689,0.190301775287529,0.858541022244191,0.00138994627869583
36,2,"DO TDS",0.166459781866712,0.154111037894367,0.429837373599917,0.116557358333855,43.5210971915136,166.586892562464,-226.414155962722,178.295907303092,26.0649717240214,0.192971730754087,0.870586450050324,0.00140944738245284
37,2,"Fraction_size Transparancy",0.16475840306738,0.152384453483193,0.430275830784082,0.129300022992156,43.8793616964535,166.868283878619,-226.143748481599,178.577298619248,26.1181741842407,0.193365614581685,0.872363445685181,0.00141232427290529
38,2,"DO Transparancy",0.164076235552965,0.151692179783379,0.430451504677597,0.131933196628975,44.0230077833414,166.980946723833,-226.035479916519,178.689961464461,26.1395057008099,0.193523542229394,0.873075931755792,0.00141347776159926
39,2,"Max_depth Transparancy",0.162247730798884,0.149836586069979,0.430922033635459,0.122762752905258,44.408041586959,167.282479100927,-225.745698863788,178.991493841556,26.1966834154247,0.193946856809076,0.874985703387832,0.00141656961149849
40,2,"Fraction_size TDS",0.161055230029321,0.148626418622348,0.431228623146768,0.108107190634979,44.6591500984885,167.478775903632,-225.557044634262,179.187790644261,26.2339731564154,0.194222930995326,0.876231204191598,0.00141858603140442
41,2,"Riverine_vs_Lentic ntu",0.160626868989994,0.148191711493549,0.431338700695584,0.128703841586456,44.7493513844988,167.549220036626,-225.489341711299,179.258234777254,26.2473680930182,0.194322100260766,0.87667860349934,0.00141931035439747
42,2,"Riverine_vs_Lentic Max_depth",0.150155124991441,0.137564830546869,0.434020980923091,0.108072269802194,46.9544183460558,169.260211961478,-223.844694887093,180.969226702107,26.5748216522894,0.196746399076173,0.887615758342273,0.00143701720506573
43,2,"Riverine_vs_Lentic DO",0.148743030800695,0.136131816442187,0.434381413836703,0.115694740238154,47.2517673117152,169.489321163548,-223.624435181796,181.198335904177,26.6189781241102,0.197073311028408,0.88909061227483,0.00143940493923575
44,2,"Fraction_size Riverine_vs_Lentic",0.14657937374106,0.13393610520389,0.43493310151381,0.10803924270765,47.7073751549742,169.839633545624,-223.287638088924,181.548648286253,26.686636119313,0.197574216249863,0.891350431870449,0.00144306350388912
45,2,"Riverine_vs_Lentic T",0.141563835846122,0.128846263043842,0.436209276310968,0.106148587209977,48.7635122137194,170.648283210586,-222.510113755783,182.357297951215,26.8434730068061,0.19873535641706,0.896588882560717,0.00145154436252537
46,2,"Max_depth T",0.0719916798741569,0.0582434084648851,0.453541288200709,0.0269510368232901,63.4135325541005,181.4023994087,-212.16011070105,193.111414149328,29.0190084383772,0.214841908996214,0.969253134353658,0.00156918510857826
47,2,"Fraction_size Max_depth",0.0506879779069625,0.0366240960981769,0.458717580260625,0.00292337361558437,67.8995178277289,184.534562856046,-209.142161443731,196.243577596675,29.6851795208421,0.219773899259726,0.991503667519395,0.00160520790186526
48,2,"Max_depth DO",0.0452390234124994,0.0310944163519439,0.460032192661943,0.00123078959635281,69.0469207371609,185.324404184072,-208.380870614862,197.033418924701,29.8555694333309,0.221035379098037,0.997194797769167,0.00161442163202758
49,2,"Max_depth ntu",0.0451094973623395,0.0309629713973371,0.460063396352472,0.00370807062344158,69.0741954312242,185.34312445334,-208.362825800243,197.052139193969,29.8596197391968,0.221065365492855,0.997330080532668,0.00161464064983666
50,2,"T ntu",0.0315100223028962,0.0171620226333095,0.463327907479904,-0.00400781985757659,71.9378782286875,187.294645593417,-206.481405657249,199.003660334045,30.284878083275,0.224213760954138,1.01153397670586,0.0016376362343427
51,2,"Fraction_size T",0.0158612612376845,0.00128142807083531,0.467056110095241,-0.0254006105824789,75.2330854089781,189.506612716758,-204.348144572141,201.215627457387,30.7742180164988,0.227836583754067,1.02787823826286,0.00166409699153494
52,2,"T DO",0.0129427903399357,-0.00168027943280591,0.467748126649279,-0.0260767540772853,75.8476366963071,189.915247158702,-203.953962700911,201.62426189933,30.865479193551,0.228512234872084,1.03092641897829,0.00166903188379102
53,2,"Fraction_size ntu",0.0109361479879198,-0.00371664981966657,0.468223340568857,-0.0258405719354973,76.2701814753528,190.195510089074,-203.683596322681,201.904524829703,30.9282273069926,0.228976789838058,1.03302224543484,0.00167242494959522
54,2,"Fraction_size DO",0.00653592177116644,-0.00818206457296444,0.469263719409578,-0.0348078823273048,77.1967504838465,190.808093857267,-203.092599193407,202.517108597896,31.0658232734785,0.229995480058739,1.03761803726123,0.00167986536721213
55,2,"DO ntu",0.00546716446059979,-0.00926665532516902,0.469516065835279,-0.0278851315670343,77.4218019591097,190.956472883457,-202.94943961292,202.665487624086,31.0992435314022,0.230242906569769,1.03873429489671,0.00168167254719107
56,3,"Riverine_vs_Lentic distance_from_source_of_the_river Transparancy",0.376729670895051,0.36277585755688,0.371688496893637,0.342596272945172,1.24392756526015,128.470069917883,-262.750447300797,143.106338343669,19.6363294076734,0.146400239542338,0.660480498006737,0.00106974653483229
57,3,"Fraction_size distance_from_source_of_the_river Transparancy",0.374002940879747,0.359988081347204,0.37250065501667,0.33866708283662,1.81810339219624,129.072485930994,-262.18377052681,143.70875435678,19.7222359016713,0.147040722345332,0.663370017873701,0.00107442654260594
58,3,"distance_from_source_of_the_river T Transparancy",0.372589828453885,0.358543332075987,0.372920855534114,0.336834675936079,2.11566677071883,129.383653112133,-261.891035511266,144.019921537919,19.7667564568598,0.147372648939597,0.66486749522051,0.00107685193019509
59,3,"distance_from_source_of_the_river DO Transparancy",0.370361709620001,0.356265329984628,0.373582444732813,0.337533509717102,2.58484852570638,129.872863719996,-261.430764425164,144.509132145782,19.8369540474373,0.147896012744638,0.667228636074328,0.0010806761494631
60,3,"Max_depth distance_from_source_of_the_river Transparancy",0.370208168076711,0.3561083509441,0.373627992255479,0.330282806498833,2.61718023515053,129.906511848151,-261.399105006941,144.542780273937,19.841791422459,0.147932078184733,0.667391344276918,0.00108093967963005
61,3,"distance_from_source_of_the_river ntu Transparancy",0.370068094748801,0.355965141646162,0.373669539639825,0.335313732941543,2.64667590154698,129.937201306103,-261.370229193972,144.573469731889,19.8462044770834,0.147964980069841,0.667539780191569,0.00108118009370105
62,3,"distance_from_source_of_the_river Transparancy Color",0.369164412206709,0.355041227405366,0.37393747147293,0.335989989904735,2.83696708108477,130.135030347307,-261.184086648767,144.771298773093,19.8746752822025,0.148177246456438,0.668497413930204,0.00108273112416544
63,3,"distance_from_source_of_the_river TDS Transparancy",0.368732460377165,0.354599605012475,0.374065472601618,0.330289202785874,2.92792449070458,130.229490702424,-261.095203640313,144.86575912821,19.888284061599,0.148278707810145,0.668955153928675,0.00108347250226623
64,3,"Riverine_vs_Lentic Transparancy Color",0.360472809385018,0.346155036460802,0.376504699407208,0.325854839375895,4.66718430447503,132.023404165916,-259.406867688486,146.659672591702,20.1485069859072,0.150218820835456,0.677707918412891,0.00109764890793672
65,3,"Riverine_vs_Lentic TDS Transparancy",0.3533337832604,0.338856181393095,0.378600323585988,0.315224964111763,6.17047073386667,133.555359961979,-257.964551591375,148.191628387765,20.3734242683235,0.151895709796694,0.685273155052412,0.0011099019353989
66,3,"distance_from_source_of_the_river T ntu",0.346299195915698,0.331664103286945,0.38065400530992,0.309997286706407,7.6517651719403,135.048450001961,-256.558359365388,149.684718427747,20.5950511738525,0.153548067087349,0.692727717760976,0.00112197570994674
67,3,"distance_from_source_of_the_river T Color",0.342804163633144,0.328090824012991,0.381670238204795,0.306610714271377,8.38772474246642,135.784306030462,-255.865158656183,150.420574456248,20.7051632744706,0.154369016745115,0.696431408687265,0.0011279743890091
68,3,"distance_from_source_of_the_river T DO",0.335191893511204,0.320308129933096,0.383874308858068,0.299228370442449,9.9906635987503,137.373567382983,-254.36763198895,152.009835808769,20.9449902591264,0.156157066195364,0.704498142697082,0.00114103966615272
69,3,"Riverine_vs_Lentic ntu Transparancy",0.333926720459267,0.319014632111341,0.3842394041251,0.298703832518924,10.2570749336591,137.635940777927,-254.120351631139,152.272209203714,20.9848499374159,0.156454243245541,0.705838848468538,0.00114321113882689
70,3,"distance_from_source_of_the_river T TDS",0.332938532828436,0.318004320876834,0.384524327654774,0.293761476941693,10.4651606065772,137.840526125909,-253.9275248734,152.476794551695,21.0159831021591,0.156686359069303,0.706886032375837,0.00114490720912654
71,3,"distance_from_source_of_the_river DO ntu",0.332019689057962,0.31706490597717,0.384789068023375,0.297897830358179,10.6586443320564,138.030483417771,-253.748477416991,152.666751843557,21.0449315665873,0.15690218668345,0.707859732490816,0.00114648426148025
72,3,"Fraction_size distance_from_source_of_the_river ntu",0.33117512912196,0.316201437982899,0.385032244932218,0.293344223871961,10.8364858847328,138.204853308402,-253.584115336317,152.841121734188,21.071539695249,0.157100565735307,0.708754713915535,0.00114793381719117
73,3,"Max_depth distance_from_source_of_the_river ntu",0.330959732189556,0.315981218731114,0.385094240300346,0.289145458291712,10.8818426714658,138.249289441865,-253.542228535985,152.885557867651,21.0783258439241,0.157151160414739,0.708982970366291,0.00114830351250842
74,3,"distance_from_source_of_the_river ntu Color",0.330332500493761,0.315339944534666,0.385274712791486,0.29600238737023,11.0139207560552,138.378605163289,-253.420329344664,153.014873589075,21.0980869774458,0.157298491141432,0.709647648730492,0.00114938005811276
75,3,"Riverine_vs_Lentic distance_from_source_of_the_river ntu",0.32973211335623,0.314726115894056,0.385447382183027,0.293212049416975,11.1403461004197,138.502272963066,-253.303750801913,153.138541388852,21.1170023646449,0.157439516338121,0.710283879876234,0.00115041052921004
76,3,"Max_depth distance_from_source_of_the_river T",0.32950340476182,0.31449228695798,0.385513137690616,0.282277723537341,11.1885059642806,138.54935324713,-253.259368533237,153.185621672916,21.1242079014536,0.15749323779965,0.710526242715086,0.00115080307192374
77,3,"Fraction_size distance_from_source_of_the_river T",0.328829348915257,0.313803140308882,0.385706868807103,0.288118528582769,11.3304439526143,138.688016115895,-253.12864921121,153.324284541681,21.145444244697,0.157651567071546,0.711240540701742,0.00115195998389671
78,3,"distance_from_source_of_the_river TDS ntu",0.325676259223524,0.310579459056886,0.386611812532977,0.28812908196402,11.9943996324923,139.334807624839,-252.518855685081,153.971076050625,21.2447833355338,0.158392197684961,0.714581874554177,0.00115737177171051
79,3,"Riverine_vs_Lentic distance_from_source_of_the_river T",0.323508945434665,0.308363623317531,0.387232609985189,0.285140991314983,12.4507774843381,139.777635998556,-252.101306130068,154.413904424342,21.3130652438815,0.158901278966446,0.716878580211027,0.0011610916285804
80,3,"Riverine_vs_Lentic T Transparancy",0.320653681086667,0.305444435140846,0.388048945440477,0.283998836303869,13.0520191763764,140.358866565309,-251.553190701247,154.995134991095,21.4030212527995,0.159571953254927,0.719904308102189,0.00116599224553531
81,3,"TDS ntu Transparancy",0.314808550112382,0.299468443025346,0.389714766542023,0.277374353224698,14.2828461713019,141.54114678739,-250.438043523151,156.177415213176,21.5871739581062,0.160944918619764,0.726098402119715,0.00117602450331078
82,3,"Max_depth distance_from_source_of_the_river DO",0.309083392201197,0.293615109937044,0.391339522121678,0.265165138957519,15.4884100736849,142.689423400999,-249.354676944217,157.325691826785,21.7675468740068,0.162289703459464,0.732165360503209,0.00118585084599206
83,3,"Max_depth distance_from_source_of_the_river Color",0.306544011254609,0.29101887717822,0.392058023224136,0.262247700776621,16.0231352377933,143.195696010762,-248.876931097,157.831964436548,21.8475508761712,0.162886179757964,0.734856346282429,0.00119020929824203
84,3,"Riverine_vs_Lentic ntu Color",0.306506577491037,0.290980605345314,0.392068605012692,0.269307970669059,16.0310177791648,143.203145250557,-248.869901175678,157.839413676344,21.8487302387659,0.162894972591022,0.734896014897558,0.00119027354747226
85,3,"Riverine_vs_Lentic T Color",0.305489830909641,0.289941095780752,0.392355910123409,0.265713592278777,16.2451171971052,143.405322037676,-248.679100270361,158.041590463462,21.880763162305,0.163133796639143,0.735973462767395,0.00119201863476658
86,3,"ntu Transparancy Color",0.304261231937153,0.288684990861119,0.39270279854222,0.269852154850734,16.5038270169414,143.649230445457,-248.448903858599,158.285498871243,21.9194705626209,0.16342238278784,0.737275410932271,0.00119412733372455
87,3,"Fraction_size Max_depth distance_from_source_of_the_river",0.301132579917087,0.285486294392843,0.393584776309686,0.252604263928476,17.1626367820205,144.268408399427,-247.864475692852,158.904676825213,22.0180397368606,0.164157273225894,0.740590848147564,0.00119949717807759
88,3,"Max_depth distance_from_source_of_the_river TDS",0.298735483950921,0.283035532099076,0.394259190959855,0.250645239967004,17.6674005653411,144.740934677841,-247.418411635576,159.377203103627,22.0935610055869,0.164720328143263,0.743131054320666,0.00120361142029918
89,3,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river",0.295718826119118,0.279951337151636,0.395106281272634,0.248686962292828,18.3026273738031,145.333301646752,-246.859148127143,159.969570072538,22.188601767403,0.165428912217573,0.746327811127502,0.00120878904405512
90,3,"distance_from_source_of_the_river DO Color",0.295002387016987,0.279218858368113,0.395307193669161,0.256757235649939,18.4534901330813,145.473612571081,-246.72666681546,160.109880996867,22.2111734085562,0.165597196910862,0.747087022713342,0.00121001870029116
91,3,"Riverine_vs_Lentic distance_from_source_of_the_river Color",0.293184669454989,0.277360445636818,0.395816482099225,0.251239854295717,18.8362524448754,145.828964409031,-246.391124653185,160.465232834817,22.2684411768916,0.166024161382087,0.749013260726802,0.00121313852963719
92,3,"Fraction_size distance_from_source_of_the_river DO",0.292050076687463,0.276200451538675,0.396134040604893,0.250579162294817,19.0751670924106,146.05030690392,-246.182107025107,160.686575329706,22.3041868819032,0.166290666372285,0.750215590375972,0.00121508588157235
93,3,"Riverine_vs_Lentic distance_from_source_of_the_river DO",0.291878332611439,0.276024862446024,0.396182087470154,0.252207692986258,19.1113317644974,146.083780751941,-246.1504961269,160.720049177727,22.3095977334923,0.166331007413236,0.750397587829669,0.0012153806535543
94,3,"Fraction_size Riverine_vs_Lentic Transparancy",0.291546597081596,0.275685700001333,0.396274876811163,0.250232254783976,19.1811863232923,146.148414818875,-246.089458488934,160.784683244661,22.32004916658,0.16640892891658,0.750749128465772,0.00121595002597099
95,3,"Riverine_vs_Lentic Max_depth Transparancy",0.290442907844966,0.274557301304182,0.396583432113576,0.246167328341213,19.4135935203985,146.363235718919,-245.886584145727,160.999504144705,22.3548212460488,0.166668174962922,0.751918709597125,0.00121784433680416
96,3,"Max_depth TDS Transparancy",0.289288695387441,0.273377248269249,0.396905855457617,0.238013880060494,19.6566395456889,146.587533259533,-245.674749160777,161.223801685319,22.3911850756169,0.166939288430665,0.75314183026107,0.00121982536288424
97,3,"TDS Transparancy Color",0.289193675962606,0.273280101543859,0.396932386979904,0.247999355580341,19.676648074778,146.605982106571,-245.657324878643,161.242250532357,22.3941786927346,0.166961607584822,0.753242522487387,0.0012199884489413
98,3,"Riverine_vs_Lentic DO Color",0.289118283065754,0.273203020746331,0.396953437080335,0.249402535912329,19.6925237862171,146.620618538018,-245.643501233705,161.256886963804,22.3965539698631,0.166979316655258,0.753322416452708,0.0012201178491171
99,3,"distance_from_source_of_the_river DO TDS",0.287308533713326,0.271352754617356,0.397458394217443,0.247210804125474,20.0736082079035,146.971489920142,-245.312099987031,161.607758345928,22.4535706972286,0.167404409470261,0.755240210542594,0.00122322400227131
100,3,"Riverine_vs_Lentic Max_depth Color",0.287176801590029,0.271218073267418,0.397495125132194,0.240818446364558,20.1013474414924,146.996995140842,-245.288008995854,161.633263566628,22.4577209595559,0.167435352086178,0.755379807270267,0.00122345009996254
101,3,"Riverine_vs_Lentic DO Transparancy",0.286067623498107,0.270084062830154,0.39780426315373,0.246995088306986,20.3349104435404,147.211561125672,-245.085334623687,161.847829551458,22.4926659671517,0.167695887412135,0.756555204949767,0.00122535383156172
102,3,"T ntu Transparancy",0.284714202679165,0.268700341545116,0.398181148743798,0.249799444763129,20.6199043789675,147.472923781513,-244.83844317151,162.109192207299,22.5353059193312,0.168013793018807,0.757989427011631,0.00122767676779601
103,3,"Fraction_size distance_from_source_of_the_river Color",0.284129686607054,0.268102739292287,0.398343808028484,0.242010738172142,20.7429877048479,147.585648342911,-244.731955239994,162.221916768697,22.5537212835802,0.168151090254015,0.758608839565659,0.00122867999867913
104,3,"Fraction_size TDS Transparancy",0.284002570760787,0.267972777568864,0.398379173067156,0.236183364782964,20.7697548749518,147.610150587509,-244.708808235402,162.246419013295,22.5577261086355,0.168180948550607,0.758743544417674,0.00122889817324916
105,3,"Max_depth Transparancy Color",0.282215917986947,0.266146125106058,0.398875907940538,0.238108362517285,21.1459757798854,147.954077759778,-244.383889718048,162.590346185564,22.6140151709668,0.168600616200188,0.760636863028757,0.00123196468472021
106,3,"Fraction_size Riverine_vs_Lentic Color",0.281732357859593,0.265651739005703,0.399010243610175,0.237736996812237,21.2478005056333,148.0470149416,-244.29608455154,162.683283367386,22.629249886155,0.168714199849484,0.761149292417446,0.00123279464043359
107,3,"Fraction_size Transparancy Color",0.281070599370957,0.264975165028516,0.399194010502641,0.241389120275525,21.3871490019318,148.174099363803,-244.176014615345,162.810367789589,22.6500987972363,0.168869640589611,0.761850558875553,0.00123393044590524
108,3,"distance_from_source_of_the_river TDS Color",0.280955089354663,0.264857068967081,0.399226078362581,0.241793148366806,21.4114722971436,148.196269971661,-244.155067352123,162.832538397447,22.6537379769372,0.168896772787737,0.761972965012223,0.00123412870087407
109,3,"T TDS Transparancy",0.279935484978348,0.263814637627117,0.399509029018965,0.232019377766044,21.626173489646,148.391815112239,-243.970307334151,163.028083538025,22.6858609362117,0.169136268104552,0.763053441291601,0.00123587869312868
110,3,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river",0.278844323257027,0.262699046912035,0.399811615750891,0.234709982356481,21.8559427297777,148.600777416784,-243.772860632724,163.23704584257,22.7202383323372,0.169392571557358,0.764209746996285,0.00123775150243119
111,3,"DO TDS Transparancy",0.278471193487969,0.262317563491431,0.399915034699679,0.233768331082558,21.9345137993375,148.672160882644,-243.705408745915,163.30842930843,22.7319939040608,0.169480216171612,0.764605153169465,0.00123839192161826
112,3,"T Transparancy Color",0.278027504692368,0.261863941364585,0.400037975425654,0.239690148494741,22.0279426975734,148.756994967163,-243.6252455626,163.393263392949,22.7459724602957,0.169584434426397,0.765075330848386,0.00123915344439493
113,3,"Riverine_vs_Lentic TDS Color",0.276419119838888,0.260219547894983,0.400483322775413,0.231302145773916,22.3666251846899,149.064084563631,-243.335050494812,163.700352989417,22.796645135253,0.169962228646384,0.766779738678193,0.00124191398672038
114,3,"DO Transparancy Color",0.275551470638897,0.259332473712902,0.4007233615469,0.23905036049877,22.549328713862,149.229461873154,-243.178762583042,163.86573029894,22.8239806985001,0.170166031145534,0.767699187830422,0.00124340317156008
115,3,"Riverine_vs_Lentic distance_from_source_of_the_river TDS",0.275502024312278,0.25928192037897,0.400737036749021,0.230463851322702,22.5597407771452,149.238880568809,-243.169861367546,163.875148994595,22.8255385207037,0.170177645614768,0.767751586176542,0.00124348803848554
116,3,"Fraction_size distance_from_source_of_the_river TDS",0.274596683328914,0.258356310567621,0.400987341377155,0.228152187343767,22.7503811797023,149.411219296418,-243.006987696689,164.047487722204,22.8540615755411,0.170390301553359,0.768710977367868,0.00124504191540631
117,3,"Riverine_vs_Lentic TDS ntu",0.268497788173195,0.252120872983043,0.40266948208058,0.21948688353513,24.0346440696023,150.566616721293,-241.914872262996,165.202885147079,23.0462092018729,0.171822873697493,0.775173985667211,0.00125550971991179
118,3,"Max_depth ntu Transparancy",0.267662972682437,0.251267367593238,0.402899186695766,0.226141458608355,24.2104337048264,150.724017270661,-241.766069199084,165.360285696447,23.0725103286965,0.172018963872355,0.77605864088876,0.00125694255079874
119,3,"Riverine_vs_Lentic T TDS",0.265761800659198,0.24932363201724,0.403421817772443,0.211249305028843,24.6107692761755,151.081805785567,-241.427802730682,165.718074211353,23.1324073563034,0.172465530998393,0.778073315719357,0.00126020561674141
120,3,"Fraction_size ntu Transparancy",0.265459299384139,0.249014358325575,0.403504912773149,0.22809734886924,24.674467889086,151.13864916281,-241.374058220587,165.774917588596,23.1419377549217,0.172536585654876,0.778393876772032,0.00126072481310881
